"accepted_taxa","original_taxa_BIEN","Flower.color_BIEN","Leaf.area_mm2_BIEN","SLA_m2.kg-1_BIEN","Leaf.carbon.to.nitrogen.content_mg.g-1_BIEN","Leaf.dry.mass.content_mg.g-1_BIEN","Leaf.nitrogen.content_mg.g-1_BIEN","Flowering_begin.month_BIEN","Seed.mass_mg_BIEN","Plant.height_m_BIEN"
"Lepidium campestre","Lepidium campestre","",1527.79591475161,24.3257493333333,NA,187.755714285714,NA,"5",2.2365,0.205804891891892
"Lepidium coronopus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lepidium densiflorum","Lepidium densiflorum","",156,60.085,NA,135.15,NA,"5_6",0.4375,0.225
"Lepidium didymum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lepidium draba","Lepidium draba","",NA,NA,NA,NA,NA,"",1.84216666666667,NA
"Lepidium graminifolium","Lepidium graminifolium","",NA,NA,NA,NA,NA,"6",NA,0.475
"Lepidium heterophyllum","Lepidium heterophyllum","",84145.5604166667,NA,NA,NA,NA,"5",1.45,0.21625
"Lepidium latifolium","Lepidium latifolium","",16053.0419230769,15.08,NA,167.88,41.15,"5",0.1,0.659375
"Lepidium ruderale","Lepidium ruderale","",82.5,20.9157114625,NA,158.5,NA,"5",NA,0.1375
"Leucanthemum","Leucanthemum ircutianum_Leucanthemum vulgare","White",406.703456275,16.7651131065848,18.4275685,144.339339455556,27.26312745,"5_6_6",0.495,0.392953125
"Leucanthemum ircutianum","Leucanthemum ircutianum","",263.5,15.5328571428571,NA,154.708,NA,"6",NA,0.44
"Leucanthemum vulgare","Leucanthemum vulgare","White",549.90691255,17.9973690703125,18.4275685,133.970678911111,27.26312745,"5_6",0.495,0.34590625
"Leucanthemum x superbum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ligustrum","Ligustrum lucidum_Ligustrum vulgare","White",626.9,8.77733366633367,NA,273,16,"10_10_6",1414.97012280556,14.2521428571429
"Ligustrum lucidum","Ligustrum lucidum","",NA,6.62,NA,NA,NA,"10",2808.81329777778,25.04
"Ligustrum vulgare","Ligustrum vulgare","White",626.9,10.9346673326673,NA,273,16,"10_6",21.1269478333333,3.46428571428571
"Liliaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lilium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Linaria","Linaria arvensis_Linaria purpurea_Linaria repens_Linaria supina_Linaria vulgaris","",127.6315,21.2272985711905,NA,180.176031266667,22.36,"6_7",0.136916666666667,0.3178
"Linaria amethystea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Linaria angustissima",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Linaria arvensis","Linaria arvensis","",NA,NA,NA,NA,NA,"7",NA,0.185
"Linaria chalepensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Linaria hirta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Linaria micrantha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Linaria pelisseriana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Linaria purpurea","Linaria purpurea","",77,16.42,NA,198,NA,"",0.133,0.48
"Linaria reflexa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Linaria repens","Linaria repens","",200.5,27.562,NA,145.164,NA,"7",NA,0.39375
"Linaria simplex",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Linaria supina","Linaria supina","",NA,NA,NA,NA,NA,"",NA,0.095
"Linaria vulgaris","Linaria vulgaris","",105.3945,19.6998957135714,NA,197.3640938,22.36,"6",0.140833333333333,0.43525
"Lindernia dubia","Lindernia dubia","",NA,NA,NA,NA,NA,"8",0.0022,0.1
"Linum","Linum catharticum_Linum leonii_Linum perenne_Linum strictum_Linum tenuifolium_Linum usitatissimum","",30.8583623422222,34.1603156114286,NA,189.397333333333,NA,"5_6",2.29848418632479,0.289873737373737
"Linum catharticum","Linum catharticum","",26.6166666666667,32.8992,NA,210,NA,"6",0.150358923076923,0.127777777777778
"Linum leonii","Linum leonii","",NA,NA,NA,NA,NA,"5",NA,0.15
"Linum narbonense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Linum perenne","Linum perenne","",24.45842036,22.5627468342857,NA,189.824,NA,"6",2.33875,0.409090909090909
"Linum strictum","Linum strictum","",NA,NA,NA,NA,NA,"",0.220542777777778,NA
"Linum tenuifolium","Linum tenuifolium","",NA,NA,NA,NA,NA,"6",2.47,0.3
"Linum usitatissimum","Linum usitatissimum","",41.5,47.019,NA,168.368,NA,"6",6.31276923076923,0.4625
"Linum usitatissimum subsp. angustifolium","Linum usitatissimum","",41.5,47.019,NA,168.368,NA,"6",6.31276923076923,0.4625
"Lipandra polysperma",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lobularia maritima","Lobularia maritima","",NA,NA,NA,NA,NA,"6",0.3793,0.1525
"Logfia gallica","Logfia gallica","",NA,NA,NA,NA,NA,"",0.02,0.105
"Logfia minima","Logfia minima","",6.635,32.13,NA,378.724,NA,"",0.02,0.125
"Lolium","Lolium multiflorum_Lolium perenne_Lolium remotum_Lolium rigidum_Lolium temulentum","Yellow",4865.0901363964,28.3294494374453,13.588595,220.229804230769,33.1113483333333,"5_6_7_6",3.8606786985447,0.417578314285714
"Lolium multiflorum","Lolium multiflorum","Yellow",11227.6393333333,34.9638357580824,13.588595,265,35.1215866666667,"6",2.66869230769231,0.39375
"Lolium perenne","Lolium perenne","Yellow",9394.07134864865,25.4071856226923,NA,223.189216923077,31.10111,"5_6_7",1.94402248648649,0.215441571428571
"Lolium remotum","Lolium remotum","",2080.5,30.272,NA,167.86,NA,"6",NA,0.65
"Lolium rigidum","Lolium rigidum","Yellow",146.74,26.3722258064516,NA,NA,NA,"",2.28,0.1662
"Lolium temulentum","Lolium temulentum","",1476.5,24.632,NA,224.87,NA,"6",8.55,0.6625
"Lolium x boucheanum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Loncomelos narbonense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Loncomelos pyrenaicum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lonicera","Lonicera japonica_Lonicera periclymenum_Lonicera xylosteum","White",643.7,17.8152964809809,NA,227,NA,"5_6",4.19622222222222,2.85548529411765
"Lonicera japonica","Lonicera japonica","White",NA,NA,NA,NA,NA,"",2.15,NA
"Lonicera periclymenum","Lonicera periclymenum","",803.9,14.2,NA,227,NA,"6",5.23866666666667,4.0625
"Lonicera xylosteum","Lonicera xylosteum","",483.5,21.4305929619618,NA,NA,NA,"5",5.2,1.64847058823529
"Lotus","Lotus angustissimus_Lotus corniculatus_Lotus edulis_Lotus ornithopodioides_Lotus parviflorus_Lotus pedunculatus_Lotus tenuis","Yellow",19334.2311100753,23.7291971371078,NA,182.055173868519,29.01344,"6",0.886462519459219,0.379538888888889
"Lotus angustissimus","Lotus angustissimus","",NA,NA,NA,NA,NA,"",0.44,0.111
"Lotus castellanus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lotus corniculatus","Lotus corniculatus","Yellow",57394.8433302258,22.0211194113235,NA,193.603299383333,29.01344,"6",1.21033653731343,0.165488888888889
"Lotus corniculatus subsp. corniculatus","Lotus corniculatus","Yellow",57394.8433302258,22.0211194113235,NA,193.603299383333,29.01344,"6",1.21033653731343,0.165488888888889
"Lotus dorycnium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lotus edulis","Lotus edulis","",NA,NA,NA,NA,NA,"",1.08161538461538,NA
"Lotus hirsutus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lotus hispidus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lotus maritimus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lotus ornithopodioides","Lotus ornithopodioides","",NA,NA,NA,NA,NA,"",1.42,NA
"Lotus parviflorus","Lotus parviflorus","",NA,NA,NA,NA,NA,"",0.26,NA
"Lotus pedunculatus","Lotus pedunculatus","",511,25.936472,NA,201.832222222222,NA,"6",0.599,0.341666666666667
"Lotus rectus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lotus tenuis","Lotus tenuis","",96.85,23.23,NA,150.73,NA,"6",1.19428571428571,0.9
"Lunaria","Lunaria annua","",7897.83333333333,38.232,NA,120.028,NA,"4",15.3714285714286,0.45
"Lunaria annua","Lunaria annua","",7897.83333333333,38.232,NA,120.028,NA,"4",15.3714285714286,0.45
"Lupinus","Lupinus albus_Lupinus angustifolius_Lupinus luteus","Blue_White_Yellow",114631.970769231,25.026,10.212,110.283,44.2,"4_6",191.173199430199,0.443009259259259
"Lupinus albus","Lupinus albus","White",225253.451538462,26.535,NA,113.216,NA,"4",283.627777777778,0.54
"Lupinus angustifolius","Lupinus angustifolius","Blue",NA,23.135,10.212,NA,44.2,"6",168.076666666667,0.45
"Lupinus luteus","Lupinus luteus","Yellow",4010.49,25.408,NA,107.35,NA,"6",121.815153846154,0.339027777777778
"Luzula","Luzula campestris_Luzula multiflora","",311,24.6036922000769,NA,228.049977705556,NA,"3_4",0.842865079365079,0.179791666666875
"Luzula campestris","Luzula campestris","",73,24.3901697261538,NA,242.099955411111,NA,"3",0.631444444444444,0.18958333333375
"Luzula multiflora","Luzula multiflora","",549,24.817214674,NA,214,NA,"4",1.05428571428571,0.17
"Luzula multiflora subsp. multiflora","Luzula multiflora","",549,24.817214674,NA,214,NA,"4",1.05428571428571,0.17
"Lychnis coronaria","Lychnis coronaria","",NA,NA,NA,NA,NA,"6",NA,NA
"Lychnis flos-cuculi","Lychnis flos-cuculi","",28094.1663875172,24.7872776382979,NA,140,NA,"5",0.21,0.118242424242424
"Lycopsis arvensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lycopus europaeus","Lycopus europaeus","",1814.75,63.076,NA,103.604,NA,"7",0.291666666666667,0.6
"Lysimachia","Lysimachia nummularia_Lysimachia punctata_Lysimachia vulgaris","",1888.19444444444,26.7619997858333,NA,244.606666666667,NA,"5_6",0.091,0.638516666666667
"Lysimachia arvensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lysimachia foemina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lysimachia nummularia","Lysimachia nummularia","",284.333333333333,32.3609993575,NA,217.57,NA,"5",0.042,0.42
"Lysimachia punctata","Lysimachia punctata","",2841,24.2,NA,246,NA,"6",NA,0.58125
"Lysimachia vulgaris","Lysimachia vulgaris","",2539.25,23.725,NA,270.25,NA,"6",0.14,0.9143
"Lythrum","Lythrum hyssopifolia_Lythrum salicaria","",877.4375,24.1880770675,11.505,216.751013933333,21,"6_7_7",0.15975,0.4420125
"Lythrum acutangulum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lythrum borysthenicum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lythrum hyssopifolia","Lythrum hyssopifolia","",12.5,24.172,NA,218.12,NA,"7",0.2855,0.275625
"Lythrum salicaria","Lythrum salicaria","",1742.375,24.204154135,11.505,215.382027866667,21,"6_7",0.034,0.6084
"Lythrum virgatum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Malcolmia africana","Malcolmia africana","",NA,NA,NA,NA,NA,"",0.3,NA
"Malcolmia littorea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Malus","Malus domestica_Malus sylvestris","White",1944.27857142857,16.6724699835124,NA,248.8,22,"4_5",26.1916666666667,5.37731190476191
"Malus domestica","Malus domestica","",1620,17.2265374665978,NA,NA,NA,"4",26.9733333333333,4.48785714285714
"Malus sylvestris","Malus sylvestris","White",2268.55714285714,16.1184025004271,NA,248.8,22,"5",25.41,6.26676666666667
"Malva","Malva alcea_Malva moschata_Malva neglecta_Malva nicaeensis_Malva parviflora_Malva pusilla_Malva sylvestris","",2690.53333333333,22.5733396825397,NA,177.048666666667,NA,"6_6_7",4.1554,0.425375
"Malva alcea","Malva alcea","",1375.5,28.014,NA,135.862,NA,"6",NA,0.65
"Malva arborea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Malva cretica",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Malva moschata","Malva moschata","",3094.66666666667,20.0333333333333,NA,215.333333333333,NA,"6",NA,0.43125
"Malva multiflora",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Malva neglecta","Malva neglecta","",162,23.7,NA,214,NA,"6",2.26,0.3
"Malva nicaeensis","Malva nicaeensis","",NA,NA,NA,NA,NA,"",7.684,NA
"Malva olbia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Malva parviflora","Malva parviflora","",NA,NA,NA,NA,NA,"",2.036,NA
"Malva punctata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Malva pusilla","Malva pusilla","",1093,18.4322222222222,NA,150.476,NA,"6_7",2.847,0.155
"Malva setigera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Malva sylvestris","Malva sylvestris","",7727.5,22.6871428571429,NA,169.572,NA,"6",5.95,0.590625
"Malva thuringiaca",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mantisalca salmantica",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Marchantia polymorpha subsp. ruderalis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Marrubium","Marrubium vulgare","",731,14.2,NA,221,NA,"6",0.823153846153846,0.477777777777778
"Marrubium vulgare","Marrubium vulgare","",731,14.2,NA,221,NA,"6",0.823153846153846,0.477777777777778
"Matricaria","Matricaria chamomilla_Matricaria discoidea_Matricaria matricarioides","",345,32.1625,NA,122.166666666667,NA,"5_6_6",0.08,0.236666666666667
"Matricaria chamomilla","Matricaria chamomilla","",334,41,NA,109.666666666667,NA,"",NA,0.235
"Matricaria discoidea","Matricaria discoidea","",356,23.325,NA,134.666666666667,NA,"6",NA,0.175
"Matricaria matricarioides","Matricaria matricarioides","",NA,NA,NA,NA,NA,"5_6",0.08,0.3
"Matthiola",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Medicago","Medicago arabica_Medicago ciliaris_Medicago disciformis_Medicago doliata_Medicago laciniata_Medicago littoralis_Medicago lupulina_Medicago minima_Medicago murex_Medicago orbicularis_Medicago polymorpha_Medicago praecox_Medicago rigidula_Medicago rugosa_Medicago sativa_Medicago scutellata_Medicago truncatula_Medicago turbinata","Purple_Yellow",20402.7214747895,25.5579098674674,10.0472222222222,200.096666666667,35.6133979166667,"4_5_5_6",5.2778399040344,0.212478228527657
"Medicago arabica","Medicago arabica","",675.585,32.76,NA,175.9,NA,"4",3.42,0.270555555555556
"Medicago ciliaris","Medicago ciliaris","",NA,NA,NA,NA,NA,"",10.025,NA
"Medicago disciformis","Medicago disciformis","",NA,NA,NA,NA,NA,"",3.6,NA
"Medicago doliata","Medicago doliata","",NA,NA,NA,NA,NA,"",12.2,NA
"Medicago laciniata","Medicago laciniata","",NA,NA,NA,NA,NA,"",1.812,NA
"Medicago littoralis","Medicago littoralis","",NA,NA,NA,NA,NA,"",2.372,NA
"Medicago lupulina","Medicago lupulina","Yellow",80075.6449497155,24.7332256414062,10.807,131.351666666667,29.2,"5_6",1.51371428571429,0.0968755
"Medicago lupulina var. lupulina","Medicago lupulina","Yellow",80075.6449497155,24.7332256414062,10.807,131.351666666667,29.2,"5_6",1.51371428571429,0.0968755
"Medicago minima","Medicago minima","",NA,26.1923076923077,9.909,250.5,37.4838,"5",1.03323076923077,0.1175
"Medicago monspeliaca",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Medicago murex","Medicago murex","",NA,NA,NA,NA,NA,"",6.705,NA
"Medicago orbicularis","Medicago orbicularis","",NA,NA,NA,NA,NA,"",3.23235294117647,NA
"Medicago polyceratia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Medicago polymorpha","Medicago polymorpha","Yellow",667.25,20.185,NA,224.065,NA,"5",3.02028571428571,0.415384615384615
"Medicago praecox","Medicago praecox","",NA,NA,NA,NA,NA,"",2.08,NA
"Medicago rigidula","Medicago rigidula","",NA,NA,NA,NA,NA,"",3.27,NA
"Medicago rugosa","Medicago rugosa","",NA,NA,NA,NA,NA,"",8.15,NA
"Medicago sativa","Medicago sativa","Purple",192.405949442593,23.9190160036232,9.42566666666667,218.666666666667,40.15639375,"5_6",2.31467741935484,0.162075471698113
"Medicago sativa nothosubsp. media","Medicago sativa","Purple",192.405949442593,23.9190160036232,9.42566666666667,218.666666666667,40.15639375,"5_6",2.31467741935484,0.162075471698113
"Medicago sativa subsp. falcata","Medicago sativa","Purple",192.405949442593,23.9190160036232,9.42566666666667,218.666666666667,40.15639375,"5_6",2.31467741935484,0.162075471698113
"Medicago sativa subsp. sativa","Medicago sativa","Purple",192.405949442593,23.9190160036232,9.42566666666667,218.666666666667,40.15639375,"5_6",2.31467741935484,0.162075471698113
"Medicago scutellata","Medicago scutellata","Yellow",NA,NA,NA,NA,NA,"",20.06,NA
"Medicago truncatula","Medicago truncatula","",NA,NA,NA,NA,NA,"",4.09285714285714,NA
"Medicago turbinata","Medicago turbinata","",NA,NA,NA,NA,NA,"",6.1,NA
"Medicago varia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Melampyrum","Melampyrum arvense","",450,28.814,NA,176.584,NA,"6",14.0925,0.321875
"Melampyrum arvense","Melampyrum arvense","",450,28.814,NA,176.584,NA,"6",14.0925,0.321875
"Melia azedarach","Melia azedarach","Purple",NA,NA,NA,NA,NA,"9",340.198228083333,11.0903835841313
"Melica ciliata","Melica ciliata","",204.03,17.2085714285714,NA,521.804,NA,"6",0.64,0.36
"Melica ciliata subsp. ciliata","Melica ciliata","",204.03,17.2085714285714,NA,521.804,NA,"6",0.64,0.36
"Melica ciliata subsp. transsilvanica","Melica ciliata","",204.03,17.2085714285714,NA,521.804,NA,"6",0.64,0.36
"Melica nutans","Melica nutans","",402,28.725,NA,340,NA,"5",2.178,0.225
"Melica uniflora","Melica uniflora","",NA,39.6,NA,NA,NA,"5",2.76333333333333,0.41875
"Melilotus","Melilotus albus_Melilotus altissimus_Melilotus indicus_Melilotus officinalis","Yellow",355.688311075,19.4848010341447,13.457,223.368152777778,41.90625,"5_6_7_6_7",2.50628364779874,0.665384615384615
"Melilotus albus","Melilotus albus","",271.2212443,22.435231685,9.771,NA,44.125,"6",2.00716666666667,NA
"Melilotus altissimus","Melilotus altissimus","",270,15.65,NA,230,NA,"7",3.9715,0.9
"Melilotus indicus","Melilotus indicus","",382,20.6,NA,230,NA,"6",1.7756,0.3
"Melilotus officinalis","Melilotus officinalis","Yellow",499.532,19.2539724515789,17.143,210.104458333333,39.6875,"5_6_7",2.2708679245283,0.796153846153846
"Melilotus spicatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Melilotus sulcatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Melissa officinalis","Melissa officinalis","",NA,NA,NA,NA,NA,"",0.311,0.525
"Melissa officinalis subsp. altissima","Melissa officinalis","",NA,NA,NA,NA,NA,"",0.311,0.525
"Melissa officinalis subsp. officinalis","Melissa officinalis","",NA,NA,NA,NA,NA,"",0.311,0.525
"Melittis melissophyllum","Melittis melissophyllum","",2586.75,53.302,NA,149.455,NA,"5",5.39,0.3125
"Melomphis arabica",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mentha","Mentha aquatica_Mentha arvensis_Mentha longifolia_Mentha pulegium_Mentha spicata_Mentha suaveolens","White",1140.55148809524,31.3787677655678,NA,192.818026862027,NA,"6_7_7",0.102083333333333,0.456828703703704
"Mentha aquatica","Mentha aquatica","",1722.4375,29.3932,NA,188.68380952381,NA,"7",0.12,0.466666666666667
"Mentha arvensis","Mentha arvensis","White",604.251428571429,43.8026923076923,NA,177.841923076923,NA,"6_7",0.174666666666667,0.305555555555556
"Mentha longifolia","Mentha longifolia","",1777,29.593,NA,189.56,NA,"7",0.055,0.725
"Mentha pulegium","Mentha pulegium","",198.27,35.0357142857143,NA,174.321428571429,NA,"7",0.0586666666666667,0.175
"Mentha spicata","Mentha spicata","",1057.6,22.5,NA,234.4,NA,"7",NA,0.496875
"Mentha suaveolens","Mentha suaveolens","",1483.75,27.948,NA,192.101,NA,"7",NA,0.571875
"Mentha x piperita",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mentha x villosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mercurialis","Mercurialis annua_Mercurialis perennis","",1325.1775,36.8731666666667,NA,195.9385,NA,"4_6",3.67833333333333,0.256597222222222
"Mercurialis annua","Mercurialis annua","",759.855,48.063,NA,167.377,NA,"6",1.53333333333333,0.26875
"Mercurialis perennis","Mercurialis perennis","",1890.5,25.6833333333333,NA,224.5,NA,"4",5.82333333333333,0.244444444444444
"Meum athamanticum","Meum athamanticum","",NA,13.226,NA,NA,NA,"5",7.255,0.255625
"Mibora minima","Mibora minima","",NA,NA,NA,NA,NA,"3",0.08425,0.035
"Micromeria graeca",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Micropyrum tenellum","Micropyrum tenellum","",NA,NA,NA,NA,NA,"5",NA,0.16
"Microthlaspi perfoliatum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Milium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Minuartia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Minuartia montana subsp. wiesneri",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Miscanthus sinensis","Miscanthus sinensis","Yellow",NA,NA,NA,NA,11.2,"",0.95,NA
"Misopates orontium","Misopates orontium","",40.9666666666667,25.74925,NA,133.582,NA,"7",0.12,0.188421052631579
"Moehringia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Molinia caerulea","Molinia caerulea","",1286.625,19.7179310344828,NA,370.303333333333,NA,"7",0.6,0.8125
"Montia fontana","Montia fontana","",12.01785,55.6666153846154,NA,110.881666666667,NA,"6",0.2126255,0.134615384615385
"Montia fontana subsp. minor","Montia fontana","",12.01785,55.6666153846154,NA,110.881666666667,NA,"6",0.2126255,0.134615384615385
"Moorochloa eruciformis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Morus","Morus alba_Morus nigra","Green",NA,14.0570027,NA,NA,NA,"2_5_9",986.423333333333,11.0530900763359
"Morus alba","Morus alba","Green",NA,14.0570027,NA,NA,NA,"2_5_9",1969.40666666667,11.1627801526718
"Morus nigra","Morus nigra","",NA,NA,NA,NA,NA,"",3.44,10.9434
"Muhlenbergia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Muscari","Muscari botryoides_Muscari comosum_Muscari neglectum_Muscari racemosum","",1533,29.1,NA,85.92,NA,"4_5",5.97,0.23
"Muscari botryoides","Muscari botryoides","",1533,29.1,NA,85.92,NA,"4",NA,0.15
"Muscari comosum","Muscari comosum","",NA,NA,NA,NA,NA,"5",NA,0.425
"Muscari motelayi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Muscari neglectum","Muscari neglectum","",NA,NA,NA,NA,NA,"4",3.14,0.115
"Muscari racemosum","Muscari racemosum","",NA,NA,NA,NA,NA,"",8.8,NA
"Myagrum perfoliatum","Myagrum perfoliatum","",1211.5,29.064,NA,111.346,NA,"5",NA,0.227142857142857
"Myosotis","Myosotis arvensis_Myosotis discolor_Myosotis ramosissima_Myosotis scorpioides_Myosotis stricta_Myosotis sylvatica","Blue",459.686582222222,31.985535045307,NA,152.327205839394,NA,"3_4_5",0.411165115151515,0.198987794612795
"Myosotis arvensis","Myosotis arvensis","",759.5,28.6365778375,NA,142.048204733333,NA,"4",0.512625,0.229204545454545
"Myosotis corsicana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Myosotis discolor","Myosotis discolor","",76.97366,30.3319383333333,NA,159.247272727273,NA,"4",0.221443,0.240833333333333
"Myosotis minutiflora",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Myosotis ramosissima","Myosotis ramosissima","",187,28.6405882352941,NA,146.666666666667,NA,"4",0.272090909090909,0.127222222222222
"Myosotis scorpioides","Myosotis scorpioides","Blue",1086.0625,47.8561058657143,NA,147.139090909091,NA,"5",0.305,0.311666666666667
"Myosotis stricta","Myosotis stricta","",35.25,26.768,NA,172.862,NA,"3",NA,0.06
"Myosotis sylvatica","Myosotis sylvatica","",613.333333333333,29.68,NA,146,NA,"5",0.744666666666667,0.225
"Myosurus minimus","Myosurus minimus","",97.38935,22.13124138,NA,123.152,NA,"4",0.0874017777777778,0.07
"Myrrhis odorata","Myrrhis odorata","",142526,39.225,NA,238,NA,"6",38.45775,1.03888888888889
"Nardus stricta","Nardus stricta","",74.4997619047619,10.023125,21.673,438.75,NA,"5",0.395,0.1625
"Nasturtium officinale","Nasturtium officinale","",1435,42.225,NA,97.5,NA,"5",0.181,0.31625
"Nelumbo nucifera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Neottia ovata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nepeta cataria","Nepeta cataria","",395.9921,31.7408366666667,NA,192.468,NA,"7",0.5582966,0.633333333333333
"Nepeta nepetella","Nepeta nepetella","",NA,NA,NA,NA,NA,"",0.4,NA
"Neslia paniculata","Neslia paniculata","",NA,NA,NA,NA,NA,"5_6",1.14628571428571,0.39375
"Neslia paniculata subsp. thracica","Neslia paniculata","",NA,NA,NA,NA,NA,"5_6",1.14628571428571,0.39375
"Nicandra physalodes","Nicandra physalodes","",8881.875,26.225,NA,168.544,NA,"7",0.832,0.477142857142857
"Nigella arvensis","Nigella arvensis","",188.54,26.306,NA,184.274,NA,"7",2,0.245714285714286
"Nigella damascena","Nigella damascena","",2361,31.278,NA,180.522,NA,"6",2.7,0.400714285714286
"Nigella hispanica","Nigella hispanica","",NA,NA,NA,NA,NA,"",2.6,NA
"Nigella hispanica var. hispanica","Nigella hispanica","",NA,NA,NA,NA,NA,"",2.6,NA
"Nigella hispanica var. intermedia","Nigella hispanica","",NA,NA,NA,NA,NA,"",2.6,NA
"Nigella nigellastrum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nitrosalsola vermiculata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Noccaea caerulescens",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nonea lutea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nonea pallens",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nonea pulla","Nonea pulla","",1603,23.202,NA,146.924,NA,"5",NA,0.325
"Odontites","Odontites vernus","",NA,NA,NA,NA,NA,"5",0.15,NA
"Odontites jaubertianus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Odontites luteus subsp. lanceolatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Odontites vernus","Odontites vernus","",NA,NA,NA,NA,NA,"5",0.15,NA
"Odontites vernus subsp. serotinus","Odontites vernus","",NA,NA,NA,NA,NA,"5",0.15,NA
"Odontites vernus subsp. vernus","Odontites vernus","",NA,NA,NA,NA,NA,"5",0.15,NA
"Odontites vulgaris subsp. vulgaris",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Oenanthe crocata","Oenanthe crocata","",15317,41.6,NA,142,NA,"",3.46,0.8
"Oenanthe fistulosa","Oenanthe fistulosa","",420.155,32.2585527133333,NA,124.605714285714,NA,"6",6.65,0.45
"Oenanthe lachenalii","Oenanthe lachenalii","",1180.92,15.2642857142857,NA,174.095714285714,NA,"7",0.9,1
"Oenanthe pimpinelloides","Oenanthe pimpinelloides","",NA,NA,NA,NA,NA,"",1.5225,0.51
