"accepted_taxa","original_taxa_Hodgson2023","Lifecycle_Hodgson2023","Canopy.diameter_log2_Hodgson2023","Canopy.height_log2_Hodgson2023","SLA.mm2.mg-1_Hodgson2023","Vegetative.propagation_Hodgson2023"
"Medicago","Medicago arabica_Medicago laciniata_Medicago littoralis_Medicago lupulina_Medicago minima_Medicago monspeliaca_Medicago orbicularis_Medicago polymorpha_Medicago rigidula_Medicago rugosa_Medicago sativa  subsp. falcata_Medicago sativa  subsp. sativa_Medicago scutellata_Medicago truncatula_Medicago turbinata_Trigonella polyceratia","Ann_Herb.perenn",6.5625,4.0625,24.52783838375,"0"
"Medicago arabica","Medicago arabica","Ann",7,4,36.40875,""
"Medicago ciliaris",NA,NA,NA,NA,NA,NA
"Medicago disciformis",NA,NA,NA,NA,NA,NA
"Medicago doliata",NA,NA,NA,NA,NA,NA
"Medicago laciniata","Medicago laciniata","Ann",7,4,21.12482759,""
"Medicago littoralis","Medicago littoralis","Ann",7,4,20.04,""
"Medicago lupulina","Medicago lupulina","Ann",7,4,29.07,""
"Medicago minima","Medicago minima","Ann",6,3,25.63648633,""
"Medicago monspeliaca","Medicago monspeliaca","Ann",6,4,16.65283525,""
"Medicago murex",NA,NA,NA,NA,NA,NA
"Medicago orbicularis","Medicago orbicularis","Ann",7,4,27.67378909,""
"Medicago polyceratia","Trigonella polyceratia","Ann",6,4,30.92747819,""
"Medicago polymorpha","Medicago polymorpha","Ann",7,4,27.80923077,""
"Medicago praecox",NA,NA,NA,NA,NA,NA
"Medicago rigidula","Medicago rigidula","Ann",6,3,28.54731089,""
"Medicago rugosa","Medicago rugosa","Ann",6,3,19.66,""
"Medicago sativa","Medicago sativa  subsp. falcata_Medicago sativa  subsp. sativa","Herb.perenn",7,7,22.082603015,"0"
"Medicago sativa nothosubsp. media","Medicago sativa  subsp. falcata_Medicago sativa  subsp. sativa","Herb.perenn",7,7,22.082603015,"0"
"Medicago sativa subsp. falcata","Medicago sativa  subsp. falcata","Herb.perenn",7,7,19.9066346,"0"
"Medicago sativa subsp. sativa","Medicago sativa  subsp. falcata_Medicago sativa  subsp. sativa","Herb.perenn",7,7,22.082603015,"0"
"Medicago scutellata","Medicago scutellata","Ann",7,4,24.69825,""
"Medicago truncatula","Medicago truncatula","Ann",6,3,8.52,""
"Medicago turbinata","Medicago turbinata","Ann",6,3,31.51125,""
"Medicago varia",NA,NA,NA,NA,NA,NA
"Melampyrum","Melampyrum arvense","Ann",5,5,18.24381717,""
"Melampyrum arvense","Melampyrum arvense","Ann",5,5,18.24381717,""
"Melia azedarach",NA,NA,NA,NA,NA,NA
"Melica ciliata",NA,NA,NA,NA,NA,NA
"Melica ciliata subsp. ciliata",NA,NA,NA,NA,NA,NA
"Melica ciliata subsp. transsilvanica",NA,NA,NA,NA,NA,NA
"Melica uniflora",NA,NA,NA,NA,NA,NA
"Melilotus","Melilotus albus_Melilotus altissimus_Melilotus indicus_Melilotus officinalis","Ann_Bienn",6.5,6.75,22.25415922,""
"Melilotus albus","Melilotus albus","Ann",7,7,26.16,""
"Melilotus altissimus","Melilotus altissimus","Bienn",7,7,17.285,""
"Melilotus indicus","Melilotus indicus","Ann",5,6,21.40666667,""
"Melilotus officinalis","Melilotus officinalis","Ann",7,7,24.16497021,""
"Melilotus spicatus",NA,NA,NA,NA,NA,NA
"Melilotus sulcatus",NA,NA,NA,NA,NA,NA
"Melissa officinalis",NA,NA,NA,NA,NA,NA
"Melissa officinalis subsp. officinalis",NA,NA,NA,NA,NA,NA
"Melittis melissophyllum",NA,NA,NA,NA,NA,NA
"Melomphis arabica",NA,NA,NA,NA,NA,NA
"Mentha","Mentha aquatica_Mentha arvensis_Mentha longifolia_Mentha pulegium","Herb.perenn",8.5,5.25,25.58799223,"1"
"Mentha aquatica","Mentha aquatica","Herb.perenn",9,6,31.198,"1"
"Mentha arvensis","Mentha arvensis","Herb.perenn",9,6,34.82444444,"1"
"Mentha longifolia","Mentha longifolia","Herb.perenn",8,6,16.588,"1"
"Mentha pulegium","Mentha pulegium","Herb.perenn",8,3,19.74152448,"1"
"Mentha suaveolens",NA,NA,NA,NA,NA,NA
"Mentha x piperita",NA,NA,NA,NA,NA,NA
"Mentha x villosa",NA,NA,NA,NA,NA,NA
"Mercurialis","Mercurialis annua","Ann",5,5,46.17,""
"Mercurialis annua","Mercurialis annua","Ann",5,5,46.17,""
"Mercurialis perennis",NA,NA,NA,NA,NA,NA
"Mibora minima",NA,NA,NA,NA,NA,NA
"Micromeria graeca",NA,NA,NA,NA,NA,NA
"Micropyrum tenellum",NA,NA,NA,NA,NA,NA
"Microthlaspi perfoliatum","Thlaspi perfoliatum","Ann",3,4,32.28852809,""
"Milium",NA,NA,NA,NA,NA,NA
"Minuartia montana subsp. wiesneri",NA,NA,NA,NA,NA,NA
"Misopates orontium",NA,NA,NA,NA,NA,NA
"Moehringia",NA,NA,NA,NA,NA,NA
"Molinia caerulea",NA,NA,NA,NA,NA,NA
"Montia fontana","Montia fontana subsp. fontana","Herb.perenn",5,2,20.53,"1"
"Montia fontana subsp. minor","Montia fontana subsp. chondrosperma","Ann",3,1,38.42,""
"Morus",NA,NA,NA,NA,NA,NA
"Morus alba",NA,NA,NA,NA,NA,NA
"Morus nigra",NA,NA,NA,NA,NA,NA
"Muscari","Leopoldia comosa_Muscari neglectum","Herb.perenn",5.5,4.5,21.603687735,"1"
"Muscari botryoides",NA,NA,NA,NA,NA,NA
"Muscari comosum","Leopoldia comosa","Herb.perenn",6,5,19.63737547,"1"
"Muscari motelayi",NA,NA,NA,NA,NA,NA
"Muscari neglectum","Muscari neglectum","Herb.perenn",5,4,23.57,"1"
"Muscari racemosum",NA,NA,NA,NA,NA,NA
"Myagrum perfoliatum","Myagrum perfoliatum","Ann",5,5,24.57635104,""
"Myosotis","Myosotis arvensis_Myosotis ramosissima","Ann",4,4,23.046,""
"Myosotis arvensis","Myosotis arvensis","Ann",5,5,29.572,""
"Myosotis corsicana",NA,NA,NA,NA,NA,NA
"Myosotis discolor",NA,NA,NA,NA,NA,NA
"Myosotis minutiflora",NA,NA,NA,NA,NA,NA
"Myosotis ramosissima","Myosotis ramosissima","Ann",3,3,16.52,""
"Myosotis scorpioides",NA,NA,NA,NA,NA,NA
"Myosotis stricta",NA,NA,NA,NA,NA,NA
"Myosurus minimus",NA,NA,NA,NA,NA,NA
"Myrrhis odorata",NA,NA,NA,NA,NA,NA
"Nardus stricta",NA,NA,NA,NA,NA,NA
"Nasturtium officinale","Nasturtium officinale","Herb.perenn",9,5,50.68166667,"1"
"Nelumbo nucifera",NA,NA,NA,NA,NA,NA
"Neottia ovata","Neottia ovata","Herb.perenn",5,4,21.975,"0"
"Nepeta cataria","Nepeta cataria","Herb.perenn",5,6,21.494,"0"
"Nepeta nepetella",NA,NA,NA,NA,NA,NA
"Neslia paniculata","Neslia paniculata","Ann",4,5,24.15476162,""
"Neslia paniculata subsp. thracica","Neslia paniculata","Ann",4,5,24.15476162,""
"Nicandra physalodes",NA,NA,NA,NA,NA,NA
"Nigella arvensis",NA,NA,NA,NA,NA,NA
"Nigella damascena","Nigella damascena","Ann",5,5,25.46631767,""
"Nigella hispanica",NA,NA,NA,NA,NA,NA
"Nigella hispanica var. hispanica",NA,NA,NA,NA,NA,NA
"Nigella hispanica var. intermedia",NA,NA,NA,NA,NA,NA
"Nigella nigellastrum",NA,NA,NA,NA,NA,NA
"Nonea lutea",NA,NA,NA,NA,NA,NA
"Nonea pallens",NA,NA,NA,NA,NA,NA
"Nonea pulla",NA,NA,NA,NA,NA,NA
"Odontites","Odontites lanceolatus_Odontites vernus","Ann",4.5,4.5,20.726005895,""
"Odontites jaubertianus",NA,NA,NA,NA,NA,NA
"Odontites luteus subsp. lanceolatus","Odontites lanceolatus","Ann",4,4,21.96267846,""
"Odontites vernus","Odontites vernus","Ann",5,5,19.48933333,""
"Odontites vernus subsp. serotinus","Odontites vernus","Ann",5,5,19.48933333,""
"Odontites vernus subsp. vernus","Odontites vernus","Ann",5,5,19.48933333,""
"Odontites vulgaris subsp. vulgaris",NA,NA,NA,NA,NA,NA
"Oenanthe crocata",NA,NA,NA,NA,NA,NA
"Oenanthe fistulosa","Oenanthe fistulosa","Herb.perenn",5,6,19.285,"0"
"Oenanthe pimpinelloides",NA,NA,NA,NA,NA,NA
"Oenothera","Oenothera biennis","Bienn",6,6,17.97238891,""
"Oenothera biennis","Oenothera biennis","Bienn",6,6,17.97238891,""
"Oenothera glazioviana",NA,NA,NA,NA,NA,NA
"Olea europaea",NA,NA,NA,NA,NA,NA
"Oloptum miliaceum",NA,NA,NA,NA,NA,NA
"Omalotheca sylvatica",NA,NA,NA,NA,NA,NA
"Onobrychis alba",NA,NA,NA,NA,NA,NA
"Onobrychis arenaria",NA,NA,NA,NA,NA,NA
"Onobrychis caput-galli",NA,NA,NA,NA,NA,NA
"Onobrychis viciifolia","Onobrychis viciifolia","Herb.perenn",7,5,18.838,"0"
"Ononis","Ononis repens_Ononis spinosa","Herb.perenn",8,6,24.265833335,"1"
"Ononis natrix",NA,NA,NA,NA,NA,NA
"Ononis reclinata",NA,NA,NA,NA,NA,NA
"Ononis spinosa","Ononis spinosa","Herb.perenn",8,6,25.34666667,"1"
"Ononis spinosa subsp. procurrens","Ononis repens","Herb.perenn",8,6,23.185,"1"
"Ononis viscosa subsp. viscosa",NA,NA,NA,NA,NA,NA
"Onopordum","Onopordum acanthium","Bienn",8,7,27.78,""
"Onopordum acanthium","Onopordum acanthium","Bienn",8,7,27.78,""
"Onopordum acaulon",NA,NA,NA,NA,NA,NA
"Onopordum corymbosum",NA,NA,NA,NA,NA,NA
"Onopordum gautieri",NA,NA,NA,NA,NA,NA
"Onopordum illyricum",NA,NA,NA,NA,NA,NA
"Ophioglossum vulgatum","Ophioglossum vulgatum","Herb.perenn",7,3,24.735,"0"
"Ophrys apifera",NA,NA,NA,NA,NA,NA
"Ophrys exaltata",NA,NA,NA,NA,NA,NA
"Ophrys insectifera",NA,NA,NA,NA,NA,NA
"Orchis",NA,NA,NA,NA,NA,NA
"Origanum","Origanum vulgare  subsp. vulgare","Herb.perenn",8,6,23.863,"0"
"Origanum majorana",NA,NA,NA,NA,NA,NA
"Origanum vulgare","Origanum vulgare  subsp. vulgare","Herb.perenn",8,6,23.863,"0"
"Origanum vulgare subsp. vulgare","Origanum vulgare  subsp. vulgare","Herb.perenn",8,6,23.863,"0"
"Orlaya",NA,NA,NA,NA,NA,NA
"Orlaya grandiflora",NA,NA,NA,NA,NA,NA
"Orlaya platycarpos",NA,NA,NA,NA,NA,NA
"Ornithogalum",NA,NA,NA,NA,NA,NA
"Ornithogalum divergens",NA,NA,NA,NA,NA,NA
"Ornithogalum kochii subsp. monticola",NA,NA,NA,NA,NA,NA
"Ornithogalum umbellatum",NA,NA,NA,NA,NA,NA
"Ornithopus",NA,NA,NA,NA,NA,NA
"Ornithopus compressus",NA,NA,NA,NA,NA,NA
"Ornithopus perpusillus",NA,NA,NA,NA,NA,NA
"Ornithopus sativus",NA,NA,NA,NA,NA,NA
"Orobanche",NA,NA,NA,NA,NA,NA
"Orobanche amethystea",NA,NA,NA,NA,NA,NA
"Orobanche caryophyllacea",NA,NA,NA,NA,NA,NA
"Orobanche cernua",NA,NA,NA,NA,NA,NA
"Orobanche crenata",NA,NA,NA,NA,NA,NA
"Orobanche minor",NA,NA,NA,NA,NA,NA
"Orobanche picridis-hieracioidis",NA,NA,NA,NA,NA,NA
"Oryza sativa",NA,NA,NA,NA,NA,NA
"Osyris alba",NA,NA,NA,NA,NA,NA
"Oxalis","Oxalis acetosella_Oxalis corniculata_Oxalis pes-caprae_Oxalis stricta","Herb.perenn",5.5,4,51.200206725,"0_1"
"Oxalis acetosella","Oxalis acetosella","Herb.perenn",5,4,59.1025,"0"
"Oxalis corniculata","Oxalis corniculata","Herb.perenn",7,3,51.61,"1"
"Oxalis corniculata subsp. corniculata","Oxalis corniculata","Herb.perenn",7,3,51.61,"1"
"Oxalis dillenii",NA,NA,NA,NA,NA,NA
"Oxalis pes-caprae","Oxalis pes-caprae","Herb.perenn",5,4,47.2483269,"1"
"Oxalis stricta","Oxalis stricta","Herb.perenn",5,5,46.84,"1"
"Oxybasis glauca","Chenopodium glaucum","Ann",5,4,24.07545455,""
"Oxybasis rubra","Chenopodium rubrum","Ann",6,6,23.26875,""
"Oxybasis urbica","Chenopodium urbicum","Ann",6,6,31.38,""
"Pallenis spinosa","Pallenis spinosa  subsp. spinosa","Ann",6,6,20.928107,""
"Pancratium maritimum",NA,NA,NA,NA,NA,NA
"Panicum",NA,NA,NA,NA,NA,NA
