"spec.name","spec.name.ORIG","Squished","Brackets.detected","Number.detected","Unique","Matched","Fuzzy","Fuzzy.toomany","Fuzzy.two","Fuzzy.one","Fuzzy.dist","OriSeq","Subseq","taxonID","scientificNameID","localID","scientificName","taxonRank","parentNameUsageID","scientificNameAuthorship","family","subfamily","tribe","subtribe","genus","subgenus","specificEpithet","infraspecificEpithet","verbatimTaxonRank","nomenclaturalStatus","namePublishedIn","taxonomicStatus","acceptedNameUsageID","originalNameUsageID","nameAccordingToID","taxonRemarks","references","source","majorGroup","tplID","Hybrid","New.accepted","Old.status","Old.ID","Old.name"
"Genista","Genista",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,1141,1,"wfo-4000015489","urn:lsid:ipni.org:names:30028068-2","","Genista","genus","wfo-6500000991","L.","Fabaceae","Papilionoideae","","","Genista","","","","genus","Valid","Sp. Pl. : 709 (1753)","Accepted","","",NA,"Source in seed data: TPL1.1 More details could be found in <a href=http://www.theplantlist.org/1.1/browse/A/Leguminosae/Genista/ >The Plant List v.1.1.</a> Originally in <a href=http://www.theplantlist.org/browse/A/Leguminosae/Genista/ >The Plant List v.","https://www.legumedata.org/taxonomy/taxon/2818992","The Fabaceae TEN - Legume Taxonomy Working Group","A","","",FALSE,"","",""
"Genista scorpius","Genista scorpius",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,1142,1,"wfo-0000213360","urn:lsid:ipni.org:names:496341-1","8427","Genista scorpius","species","wfo-4000015489","(L.) DC.","Fabaceae","Papilionoideae","","","Genista","","scorpius","","species","Valid","Fl. Franç., éd. 3, 4: 498 (1805)","Accepted","","wfo-0000502548",NA,"Source in seed data: ildis Update namepublishedIn from to Fl. Franç. , ed. 3, 4: 498 (1805), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/ild-8427 >The Plant List ","https://www.legumedata.org/taxonomy/taxon/2819567","The Fabaceae TEN - Legume Taxonomy Working Group","A","ild-8427","",FALSE,"","",""
"Geraniaceae","Geraniaceae",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,1143,1,"wfo-7000000245","urn:lsid:ipni.org:names:30001521-2","42000268","Geraniaceae","family","wfo-9000000224","Juss.","Geraniaceae","","","","","","","","family","Valid","Gen. Pl. 268. 1789. (4 Aug 1789)","Accepted","","",NA,"Source in seed data: Angiosperm Phylogeny Group (APG IV) More details could be found in <a href=http://www.theplantlist.org/1.1/browse/A/Geraniaceae/ >The Plant List v.1.1.</a> Originally in <a href=http://www.theplantlist.org/browse/A/Geraniaceae/ >The ","","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","","",FALSE,"","",""
"Geranium","Geranium",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,1144,1,"wfo-4000015557","urn:lsid:ipni.org:names:327764-2","40013761","Geranium","genus","wfo-7000000245","L.","Geraniaceae","","","","Geranium","","","","genus","Valid","Sp. Pl. [Linnaeus] 2: 676 1753","Accepted","","",NA,"Source in seed data: TPL1.1 Updated scientificnameAuthorship from Tourn. ex L. to L., information provided by Alan E. on email Oct. 12 2020 More details could be found in <a href=http://www.theplantlist.org/1.1/browse/A/Geraniaceae/Geranium/ >The Plant L","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:327764-2","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","","",FALSE,"","",""
"Geranium columbinum","Geranium columbinum",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,1145,1,"wfo-0000700265","urn:lsid:ipni.org:names:372911-1","950509","Geranium columbinum","species","wfo-4000015557","L.","Geraniaceae","","","","Geranium","","columbinum","","species","Valid","Sp. Pl. : 682 (1753)","Accepted","","",NA,"Source in seed data: cmp Update namepublishedIn from Sp. Pl. 682 1753 to Sp. Pl. : 682 (1753), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-2823070 >The Plant L","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:372911-1","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","kew-2823070","",FALSE,"","",""
"Geranium columbinum","Geranium columbinum",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,1145,2,"wfo-0000700774","urn:lsid:ipni.org:names:373275-1","950974","Geranium lucidum","species","wfo-4000015557","L.","Geraniaceae","","","","Geranium","","lucidum","","species","Valid","Sp. Pl. : 682 (1753)","Accepted","","",NA,"Source in seed data: cmp Update namepublishedIn from Sp. Pl. 682 1753 to Sp. Pl. : 682 (1753), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-2823535 >The Plant L","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:373275-1","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","kew-2823535","",TRUE,"Synonym","wfo-0000700266","Geranium columbinum"
"Geranium dissectum","Geranium dissectum",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,1146,1,"wfo-0000700368","urn:lsid:ipni.org:names:30210528-2","950605","Geranium dissectum","species","wfo-4000015557","L.","Geraniaceae","","","","Geranium","","dissectum","","species","Valid","Cent. Pl. I : 21 (1755)","Accepted","","",NA,"Source in seed data: cmp Update namepublishedIn from Cent. Pl. I 21 1755 to Cent. Pl. I : 21 (1755), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-2823166 >The P","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:30210528-2","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","kew-2823166","",FALSE,"","",""
"Geranium molle","Geranium molle",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,1147,1,"wfo-0000700868","urn:lsid:ipni.org:names:373335-1","951060","Geranium molle","species","wfo-4000015557","L.","Geraniaceae","","","","Geranium","","molle","","species","Valid","Sp. Pl. : 682 (1753)","Accepted","","",NA,"Source in seed data: cmp Update namepublishedIn from Sp. Pl. 682 1753 to Sp. Pl. : 682 (1753), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-2823621 >The Plant L","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:373335-1","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","kew-2823621","",FALSE,"","",""
"Geranium molle","Geranium molle",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,1147,2,"wfo-1200094700","urn:lsid:ipni.org:names:77230374-1","wcvp-3264745","Geranium pyrenaicum subsp. pyrenaicum","subspecies","wfo-0000701169","","Geraniaceae","","","","Geranium","","pyrenaicum","pyrenaicum","subspecies","Valid","","Accepted","","",NA,"","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77230374-1","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","","",TRUE,"Synonym","wfo-0000700869","Geranium molle"
"Geranium palustre","Geranium palustre",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,1148,1,"wfo-0000701007","urn:lsid:ipni.org:names:373430-1","951189","Geranium palustre","species","wfo-4000015557","L.","Geraniaceae","","","","Geranium","","palustre","","species","Valid","Cent. Pl. II : 25 (1756)","Accepted","","",NA,"Source in seed data: cmp Update namepublishedIn from Cent. Pl. II 25 1756 to Cent. Pl. II : 25 (1756), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-2823751 >The","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:373430-1","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","kew-2823751","",FALSE,"","",""
"Geranium pheum","Geranium pheum",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,FALSE,FALSE,1,1149,1,"wfo-0000701052","urn:lsid:ipni.org:names:373470-1","951230","Geranium phaeum","species","wfo-4000015557","L.","Geraniaceae","","","","Geranium","","phaeum","","species","Valid","Sp. Pl. : 681 (1753)","Accepted","","",NA,"Source in seed data: cmp Update namepublishedIn from Sp. Pl. 681 1753 to Sp. Pl. : 681 (1753), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-2823792 >The Plant L","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:373470-1","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","kew-2823792","",FALSE,"","",""
"Geranium pratense","Geranium pratense",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,1150,1,"wfo-0000701108","urn:lsid:ipni.org:names:322493-2","951280","Geranium pratense","species","wfo-4000015557","L.","Geraniaceae","","","","Geranium","","pratense","","species","Valid","Sp. Pl. : 681 (1753)","Accepted","","",NA,"Source in seed data: cmp Update namepublishedIn from Sp. Pl. 681 1753 to Sp. Pl. : 681 (1753), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-2823842 >The Plant L","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:322493-2","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","kew-2823842","",FALSE,"","",""
"Geranium purpureum","Geranium purpureum",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,1151,1,"wfo-0000701007","urn:lsid:ipni.org:names:373430-1","951189","Geranium palustre","species","wfo-4000015557","L.","Geraniaceae","","","","Geranium","","palustre","","species","Valid","Cent. Pl. II : 25 (1756)","Accepted","","",NA,"Source in seed data: cmp Update namepublishedIn from Cent. Pl. II 25 1756 to Cent. Pl. II : 25 (1756), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-2823751 >The","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:373430-1","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","kew-2823751","",TRUE,"Synonym","wfo-0000701153","Geranium purpureum"
"Geranium purpureum","Geranium purpureum",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,1151,2,"wfo-0000701154","urn:lsid:ipni.org:names:373541-1","951322","Geranium purpureum","species","wfo-4000015557","Vill.","Geraniaceae","","","","Geranium","","purpureum","","species","Valid","Hist. Pl. Dauphiné 1: 272 (1786)","Accepted","","",NA,"Source in seed data: cmp Update namepublishedIn from Syst. Pl. Eur. 1: 72 1786 to Hist. Pl. Dauphiné 1: 272 (1786), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/ke","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:373541-1","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","kew-2823884","",FALSE,"","",""
"Geranium purpureum","Geranium purpureum",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,1151,3,"wfo-1200096191","","wcvp-3287631","Geranium purpureum","species","","Andrews","Geraniaceae","","","","Geranium","","purpureum","","species","Illegitimate","","Unchecked","","",NA,"","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:3287631-4","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","","",FALSE,"","",""
"Geranium pusillum","Geranium pusillum",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,1152,1,"wfo-0000701157","urn:lsid:ipni.org:names:60444752-2","951325","Geranium pusillum","species","wfo-4000015557","L.","Geraniaceae","","","","Geranium","","pusillum","","species","Valid","Syst. Nat. ed. 10, 2: 1144 (1759)","Accepted","","",NA,"Source in seed data: cmp Update namepublishedIn from Syst. Nat., ed. 10. 2: 1144. 1759 [7 Jun 1759] to Syst. Nat. ed. 10 , 2: 1144 (1759), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlis","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:60444752-2","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","kew-2823887","",FALSE,"","",""
"Geranium pyrenaicum","Geranium pyrenaicum",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,1153,1,"wfo-0000701169","urn:lsid:ipni.org:names:322504-2","951336","Geranium pyrenaicum","species","wfo-4000015557","Burm.f.","Geraniaceae","","","","Geranium","","pyrenaicum","","species","Conserved","Spec. Bot. Geran. : 27 (1759)","Accepted","","",NA,"Source in seed data: cmp Update namepublishedIn from Spec. Bot. Geran. 27 1759 to Spec. Bot. Geran. : 27 (1759), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-28","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:322504-2","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","kew-2823898","",FALSE,"","",""
"Geranium robertianum","Geranium robertianum",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,1154,1,"wfo-0000701246","urn:lsid:ipni.org:names:109269-2","951408","Geranium robertianum","species","wfo-4000015557","L.","Geraniaceae","","","","Geranium","","robertianum","","species","Valid","Sp. Pl. : 681 (1753)","Accepted","","",NA,"Source in seed data: cmp Update namepublishedIn from Sp. Pl. 681 1753 to Sp. Pl. : 681 (1753), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-2823970 >The Plant L","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:109269-2","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","kew-2823970","",FALSE,"","",""
"Geranium robertianum purpureum","Geranium robertianum purpureum",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,TRUE,FALSE,10,1155,1,"wfo-0000701246","urn:lsid:ipni.org:names:109269-2","951408","Geranium robertianum","species","wfo-4000015557","L.","Geraniaceae","","","","Geranium","","robertianum","","species","Valid","Sp. Pl. : 681 (1753)","Accepted","","",NA,"Source in seed data: cmp Update namepublishedIn from Sp. Pl. 681 1753 to Sp. Pl. : 681 (1753), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-2823970 >The Plant L","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:109269-2","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","kew-2823970","",FALSE,"","",""
"Geranium rotundifolium","Geranium rotundifolium",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,1156,1,"wfo-0000701258","urn:lsid:ipni.org:names:373602-1","951420","Geranium rotundifolium","species","wfo-4000015557","L.","Geraniaceae","","","","Geranium","","rotundifolium","","species","Valid","Sp. Pl. : 683 (1753)","Accepted","","",NA,"Source in seed data: cmp Update namepublishedIn from Sp. Pl. 683 1753 to Sp. Pl. : 683 (1753), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-2823982 >The Plant L","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:373602-1","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","kew-2823982","",FALSE,"","",""
"Geranium sanguineum","Geranium sanguineum",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,1157,1,"wfo-0000701279","urn:lsid:ipni.org:names:322494-2","951438","Geranium sanguineum","species","wfo-4000015557","L.","Geraniaceae","","","","Geranium","","sanguineum","","species","Valid","Sp. Pl. : 683 (1753)","Accepted","","",NA,"Source in seed data: cmp Update namepublishedIn from Sp. Pl. 683 1753 to Sp. Pl. : 683 (1753), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-2824000 >The Plant L","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:322494-2","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","kew-2824000","",FALSE,"","",""
"Geranium submolle","Geranium submolle",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,1158,1,"wfo-0000700103","","950362","Geranium berteroanum","species","wfo-4000015557","Colla","Geraniaceae","","","","Geranium","","berteroanum","","species","Valid","Mem. Reale Accad. Sci. Torino 37: 45 1834","Accepted","","",NA,"Source in seed data: cmp Updated taxonomicstatus from Accepted to accepted, acceptedNameId from to null, [references] from http://www.theplantlist.org/tpl1.1/record/kew-2822923, according to WCVP, information provided by Alan E. on email Dec 02 2020 More","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:372813-1","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","kew-2822923","",TRUE,"Synonym","wfo-0000701416","Geranium submolle"
"Geropogon hybridus","Geropogon hybridus",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,1159,1,"wfo-0000116164","urn:lsid:ipni.org:names:208968-1","GCC-9266131E-71B1-473C-B12D-673029183768","Geropogon hybridus","species","wfo-4000015579","(L.) Sch.Bip.","Asteraceae","Cichorioideae","Cichorieae","Scorzonerinae","Geropogon","","hybridus","","species","Valid","in Webb & Berthelot, Hist. Nat. Iles Canaries 3(2,2): 472. 1849–1850","Accepted","","wfo-0000021276",NA,"Source in seed data: gcc Updated scientificnameAuthorship from (L.) Sch.Bip. to Sch.Bip., information provided by Alan E. on email Oct. 12 2020 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/gcc-77575 >The Plant List v.1","https://cichorieae.e-taxonomy.net/portal/cdm_dataportal/taxon/d7d6b2ea-a495-47c6-aa54-680466c50598","The Asteraceaae TEN","A","gcc-77575","",FALSE,"","",""
"Geum","Geum",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,1160,1,"wfo-4000015601","urn:lsid:ipni.org:names:30000428-2","40013985","Geum","genus","wfo-7000000532","L.","Rosaceae","","","","Geum","","","","genus","Valid","Sp. Pl. : 500 (1753)","Accepted","","",NA,"Source in seed data: TPL1.1 Update namepublishedIn from Sp. Pl. 1: 500. 1753. (1 May 1753) to Sp. Pl. : 500 (1753), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/1.1/browse/A/Rosa","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:30000428-2","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","","",FALSE,"","",""
"Geum","Geum",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,1160,2,"wfo-4000034203","urn:lsid:ipni.org:names:30002955-2","40030609","Saxifraga","genus","wfo-7000000550","L.","Saxifragaceae","","","","Saxifraga","","","","genus","Valid","Sp. Pl. : 398 (1753)","Accepted","","",NA,"Source in seed data: TPL1.1 Updated scientificnameAuthorship from Tourn. ex L. to L., information provided by Alan E. on email Oct. 12 2020 More details could be found in <a href=http://www.theplantlist.org/1.1/browse/A/Saxifragaceae/Saxifraga/ >The Plan","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:30002955-2","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","","",TRUE,"Synonym","wfo-4100004587","Geum"
"Geum rivale","Geum rivale",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,1161,1,"wfo-0001003158","urn:lsid:ipni.org:names:725357-1","34104","Geum rivale","species","","Bourg. ex Nyman","Rosaceae","","","","Geum","","rivale","","species","","Consp. Fl. Eur. 1: 230. 1878 [Sep 1878]","Unchecked","","",NA,"Source in seed data: rjp Updated namePublishedIn from Conspectus florae europaeae ; 1878 230 1878 to Consp. Fl. Eur. 1: 230. 1878 [Sep 1878] , according to IPNI. Information provided by Alan E. on email Jul. 15 2020. More details could be found in <a hre","","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","rjp-34104","",FALSE,"","",""
"Geum rivale","Geum rivale",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,1161,2,"wfo-0001004152","urn:lsid:ipni.org:names:725355-1","357","Geum rivale","species","wfo-4000015601","L.","Rosaceae","","","","Geum","","rivale","","species","Valid","Sp. Pl. : 501 (1753)","Accepted","","",NA,"Source in seed data: rjp Update namepublishedIn from Sp. Pl. 1: 501. 1753 [1 May 1753] to Sp. Pl. : 501 (1753), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/rjp-357","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:725355-1","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","rjp-357","",FALSE,"","",""
"Geum rivale","Geum rivale",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,1161,3,"wfo-0001006561","urn:lsid:ipni.org:names:725356-1","40502","Geum rivale","species","","Ten.","Rosaceae","","","","Geum","","rivale","","species","","Sylloge plantarum vascularium florae neapolitanae ; 1831 Add. et Emend. 528 1831","Unchecked","","",NA,"Source in seed data: rjp More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/rjp-40502 >The Plant List v.1.1.</a> Originally in <a href=http://www.theplantlist.org/tpl/record/rjp-40502 >The Plant List v.1.0</a>","","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","rjp-40502","",FALSE,"","",""
"Geum rivale","Geum rivale",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,1161,4,"wfo-0001012372","","54006","Geum rivale","species","","Bigelow","Rosaceae","","","","Geum","","rivale","","species","","Florula bostoniensis ; 1814 125 1814","Unchecked","","",NA,"Source in seed data: rjp More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/rjp-54006 >The Plant List v.1.1.</a> Originally in <a href=http://www.theplantlist.org/tpl/record/rjp-54006 >The Plant List v.1.0</a>","","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","rjp-54006","",FALSE,"","",""
"Geum urbanum","Geum urbanum",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,1162,1,"wfo-0001002763","urn:lsid:ipni.org:names:725400-1","33447","Geum urbanum","species","","A.Gray","Rosaceae","","","","Geum","","urbanum","","species","","Manual (Gray), ed. 4. p. xcii. 1863","Unchecked","","",NA,"Source in seed data: rjp Updated namepublishedIn from A manual of the botany of the Northern United States ; 1863 xcii 1863 to Manual (Gray), ed. 4. p. xcii. 1863 , information provided by Alan E. on email Oct. 12 2020 More details could be found in <a h","","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","rjp-33447","",FALSE,"","",""
"Geum urbanum","Geum urbanum",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,1162,2,"wfo-0001013476","urn:lsid:ipni.org:names:725399-1","573","Geum urbanum","species","wfo-4000015601","L.","Rosaceae","","","","Geum","","urbanum","","species","Valid","Sp. Pl. : 501 (1753)","Accepted","","",NA,"Source in seed data: rjp Update namepublishedIn from Species plantarum, edition 1 ; 1753 501 1753 to Sp. Pl. : 501 (1753), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/rec","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:725399-1","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","rjp-573","",FALSE,"","",""
"Gladiolus","Gladiolus",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,1163,1,"wfo-4000015694","urn:lsid:ipni.org:names:30066908-2","40014607","Gladiolus","genus","wfo-7000000299","Tourn. ex L.","Iridaceae","","","","Gladiolus","","","","genus","Valid","Sp. Pl. : 36 (1753)","Accepted","","",NA,"Source in seed data: TPL1.1 Updated scientificnameAuthorship from Tourn. ex L. to L., information provided by Alan E. on email Oct. 12 2020 More details could be found in <a href=http://www.theplantlist.org/1.1/browse/A/Iridaceae/Gladiolus/ >The Plant Li","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:30066908-2","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","","",FALSE,"","",""
"Gladiolus illyricus","Gladiolus illyricus",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,1164,1,"wfo-0000789933","urn:lsid:ipni.org:names:20008765-1","328503","Gladiolus illyricus","species","wfo-4000015694","W.D.J.Koch","Iridaceae","","","","Gladiolus","","illyricus","","species","Valid","Syn. Fl. Germ. Helv. : 699 (1837)","Accepted","","",NA,"Source in seed data: iplants Update namepublishedIn from Syn. Fl. Germ. Helv. 699 (1837). to Syn. Fl. Germ. Helv. : 699 (1837), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:20008765-1","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","kew-328503","",FALSE,"","",""
"Gladiolus italicus","Gladiolus italicus",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,1165,1,"wfo-0000789959","urn:lsid:ipni.org:names:437543-1","328527","Gladiolus italicus","species","wfo-4000015694","Mill.","Iridaceae","","","","Gladiolus","","italicus","","species","Valid","Gard. Dict., ed. 8. : n.° 2 (1768)","Accepted","","",NA,"Source in seed data: iplants Update namepublishedIn from Gard. Dict., ed. 8. n. 2. 1768 [16 Apr 1768] to Gard. Dict. ed. 8 : n.º 2 (1768), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantli","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:437543-1","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","kew-328527","",FALSE,"","",""
"Glaucium corniculatum","Glaucium corniculatum",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,1166,1,"wfo-0001090276","urn:lsid:ipni.org:names:673158-1","24000047","Glaucium corniculatum","species","wfo-4000015710","(L.) Curtis","Papaveraceae","Papaveroideae","Chelidonieae","","Glaucium","","corniculatum","","species","Valid","Fl. Londin. 6: t. 32 (1789)","Accepted","","wfo-0000600628",NA,"Source in seed data: tro Update namepublishedIn from Fl. Jen. 13 1781 to Fl. Londin. 6: t. 32 (1789), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/tro-24000047 >The","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:673158-1","The Papaveraceae TEN","A","tro-24000047","",FALSE,"","",""
"Glaucium corniculatum","Glaucium corniculatum",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,1166,2,"wfo-1000080259","","","Glaucium corniculatum","species","","(L.) Rudolph","Papaveraceae","Papaveroideae","Chelidonieae","","Glaucium","","corniculatum","","species","","Florae jenensis Plantas ad Polyandriam Monogyniam Linnaei pertinentes  (1781)","Unchecked","","",NA,"","","The Papaveraceae TEN","A","","",FALSE,"","",""
