"spec.name","spec.name.ORIG","Squished","Brackets.detected","Number.detected","Unique","Matched","Fuzzy","Fuzzy.toomany","Fuzzy.two","Fuzzy.one","Fuzzy.dist","OriSeq","Subseq","taxonID","scientificNameID","localID","scientificName","taxonRank","parentNameUsageID","scientificNameAuthorship","family","subfamily","tribe","subtribe","genus","subgenus","specificEpithet","infraspecificEpithet","verbatimTaxonRank","nomenclaturalStatus","namePublishedIn","taxonomicStatus","acceptedNameUsageID","originalNameUsageID","nameAccordingToID","taxonRemarks","references","source","majorGroup","tplID","Hybrid","New.accepted","Old.status","Old.ID","Old.name"
"Glebionis coronaria","Glebionis coronaria",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,1167,1,"wfo-0000072121","urn:lsid:ipni.org:names:1031193-2","GCC-AFAB9221-9377-4718-8946-3562FE36E789","Glebionis coronaria","species","wfo-4000015728","(L.) Cass. ex Spach","Asteraceae","Asteroideae","Anthemideae","","Glebionis","","coronaria","","species","Valid","Hist. Nat. Vég. (Spach) 10: 181. 1841","Accepted","","wfo-0000075483",NA,"Source in seed data: gcc Updated namePublishedIn from Hist. Nat. Veg. (Spach) 10: 181. 1841 to Hist. Nat. Vég. (Spach) 10: 181. 1841 , according to IPNI. Information provided by Alan E. on email Jul. 15 2020. More details could be found in <a href=http:","https://www.compositae.org/gcd/aphia.php?p=taxdetails&id=1089790","The Asteraceaae TEN","A","gcc-28875","",FALSE,"","",""
"Glebionis coronaria","Glebionis coronaria",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,1167,2,"wfo-0000072121","urn:lsid:ipni.org:names:1031193-2","GCC-AFAB9221-9377-4718-8946-3562FE36E789","Glebionis coronaria","species","wfo-4000015728","(L.) Cass. ex Spach","Asteraceae","Asteroideae","Anthemideae","","Glebionis","","coronaria","","species","Valid","Hist. Nat. Vég. (Spach) 10: 181. 1841","Accepted","","wfo-0000075483",NA,"Source in seed data: gcc Updated namePublishedIn from Hist. Nat. Veg. (Spach) 10: 181. 1841 to Hist. Nat. Vég. (Spach) 10: 181. 1841 , according to IPNI. Information provided by Alan E. on email Jul. 15 2020. More details could be found in <a href=http:","https://www.compositae.org/gcd/aphia.php?p=taxdetails&id=1089790","The Asteraceaae TEN","A","gcc-28875","",TRUE,"Synonym","wfo-0000116654","Glebionis coronaria"
"Glebionis segetum","Glebionis segetum",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,1168,1,"wfo-0000091403","urn:lsid:ipni.org:names:209007-1","GCC-7CC81B20-7234-49BF-BC28-58560F513498","Glebionis segetum","species","wfo-4000015728","Fourr.","Asteraceae","Asteroideae","Anthemideae","","Glebionis","","segetum","","species","Valid","Ann. Soc. Linn. Lyon, sér. 2, 17: 90 (1869)","Accepted","","wfo-0000006741",NA,"Source in seed data: gcc Updated scientificnameAuthorship from (L.) Fourr. to Fourr., information provided by Alan E. on email Oct. 12 2020 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/gcc-47672 >The Plant List v.1.1.<","https://www.compositae.org/gcd/aphia.php?p=taxdetails&id=1094203","The Asteraceaae TEN","A","gcc-47672","",FALSE,"","",""
"Glechoma hederacea","Glechoma hederacea",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,1169,1,"wfo-0000972872","urn:lsid:ipni.org:names:447338-1","90109","Glechoma hederacea","species","wfo-4000015729","L.","Lamiaceae","","","","Glechoma","","hederacea","","species","Valid","Sp. Pl. : 578 (1753)","Accepted","","",NA,"Source in seed data: wcs Update namepublishedIn from Sp. Pl. 578 1753 to Sp. Pl. : 578 (1753), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-90109 >The Plant Lis","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:447338-1","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","kew-90109","",FALSE,"","",""
"Glechoma hirsuta","Glechoma hirsuta",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,1170,1,"wfo-0000972886","urn:lsid:ipni.org:names:447343-1","90122","Glechoma hirsuta","species","wfo-4000015729","Waldst. & Kit.","Lamiaceae","","","","Glechoma","","hirsuta","","species","Valid","Descr. Icon. Pl. Hung.  2: 124 (1804)","Accepted","","",NA,"Source in seed data: wcs Update namepublishedIn from Descr. Icon. Pl. Hung. 2: 124, t. 119. [1803-1805] to Descr. Icon. Pl. Hung. 2: 124 (1804), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.thepl","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:447343-1","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","kew-90122","",FALSE,"","",""
"Gleditsia triacanthos","Gleditsia triacanthos",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,1171,1,"wfo-0000168133","urn:lsid:ipni.org:names:110723-2","1446","Gleditsia triacanthos","species","wfo-4000015733","L.","Fabaceae","Caesalpinioideae","","","Gleditsia","","triacanthos","","species","Valid","Sp. Pl. : 1056 (1753)","Accepted","","",NA,"Source in seed data: ildis Update namepublishedIn from Sp. Pl. 2: 1056. 1753 [1 May 1753] to Sp. Pl. : 1056 (1753), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/ild","https://www.legumedata.org/taxonomy/taxon/2826513","The Fabaceae TEN - Legume Taxonomy Working Group","A","ild-1446","",FALSE,"","",""
"Globularia bisnagarica","Globularia bisnagarica",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,1172,1,"wfo-0000703801","urn:lsid:ipni.org:names:813058-1","954090","Globularia bisnagarica","species","wfo-4000015759","L.","Plantaginaceae","","","","Globularia","","bisnagarica","","species","Valid","Sp. Pl. : 96 (1753)","Accepted","","",NA,"Source in seed data: cmp Update namepublishedIn from Sp. Pl. 1: 96. 1753 [1 May 1753] to Sp. Pl. : 96 (1753), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-28266","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:813058-1","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","kew-2826667","",FALSE,"","",""
"Glyceria","Glyceria",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,1173,1,"wfo-4000018527","urn:lsid:ipni.org:names:40115-1","40028917","Hydrocotyle","genus","wfo-7000000043","Tourn. ex L.","Araliaceae","","","","Hydrocotyle","","","","genus","Valid","Sp. Pl. : 234 (1753)","Accepted","","",NA,"Source in seed data: TPL1.1 Update namepublishedIn from Sp. Pl. 1: 234. 1753. (1 May 1753) to Sp. Pl. : 234 (1753), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/1.1/browse/A/Aral","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:40115-1","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","","",TRUE,"Synonym","wfo-4000015841","Glyceria"
"Glyceria","Glyceria",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,1173,2,"wfo-4000015842","urn:lsid:ipni.org:names:331200-2","40015406","Glyceria","genus","wfo-7000000483","R.Br.","Poaceae","","","","Glyceria","","","","genus","Valid","Prodr. Fl. Nov. Holland. : 179 (1810)","Accepted","","",NA,"Source in seed data: TPL1.1 Update namepublishedIn from Prodr. 179. 1810. to Prodr. Fl. Nov. Holland. : 179 (1810), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/1.1/browse/A/Poac","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:331200-2","The Poaceae TEN","A","","",FALSE,"","",""
"Glyceria declinata","Glyceria declinata",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,1174,1,"wfo-0000873155","urn:lsid:ipni.org:names:404078-1","417753","Glyceria declinata","species","wfo-4000015842","Bréb.","Poaceae","","","","Glyceria","","declinata","","species","Valid","Fl. Normandie, ed. 3: 354 (1859)","Accepted","","",NA,"Source in seed data: wcs Update namepublishedIn from Fl. Norm. ed. 3 354. to Fl. Normandie , ed. 3: 354 (1859), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-417","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:404078-1","The Poaceae TEN","A","kew-417753","",FALSE,"","",""
"Glyceria fluitans","Glyceria fluitans",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,1175,1,"wfo-0000873191","urn:lsid:ipni.org:names:404100-1","417786","Glyceria fluitans","species","wfo-4000015842","(L.) R.Br.","Poaceae","","","","Glyceria","","fluitans","","species","Valid","Prodr. Fl. Nov. Holland. : 179 (1810)","Accepted","","wfo-0000870509",NA,"Source in seed data: wcs Update namepublishedIn from Prodr. Fl. Nov. Holl. 179 1810 to Prodr. Fl. Nov. Holland. : 179 (1810), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:404100-1","The Poaceae TEN","A","kew-417786","",FALSE,"","",""
"Glyceria maxima","Glyceria maxima",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,1176,1,"wfo-0000873262","urn:lsid:ipni.org:names:30083905-2","417855","Glyceria maxima","species","wfo-4000015842","(Hartm.) Holmb.","Poaceae","","","","Glyceria","","maxima","","species","Valid","Bot. Not. 1919: 97 (1919)","Accepted","","",NA,"Source in seed data: wcs Updated namepublishedIn from Bot. Not. 1919: 97 1919 to Bot. Not. 1919: 97. , information provided by Alan E. on email Oct. 12 2020 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-417855 >The ","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:404141-1","The Poaceae TEN","A","kew-417855","",FALSE,"","",""
"Glycine","Glycine",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,1177,1,"wfo-4000032154","urn:lsid:ipni.org:names:23394-1","","Pueraria","genus","wfo-6500000991","DC.","Fabaceae","Papilionoideae","","","Pueraria","","","","genus","Valid","Ann. Sci. Nat. (Paris) 4: 97 (1825)","Accepted","","",NA,"Source in seed data: TPL1.1 More details could be found in <a href=http://www.theplantlist.org/1.1/browse/A/Leguminosae/Pueraria/ >The Plant List v.1.1.</a> Originally in <a href=http://www.theplantlist.org/browse/A/Leguminosae/Pueraria/ >The Plant List ","https://www.legumedata.org/taxonomy/taxon/2537215","The Fabaceae TEN - Legume Taxonomy Working Group","A","","",TRUE,"Synonym","wfo-4000015845","Glycine"
"Glycine","Glycine",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,1177,2,"wfo-4000049061","urn:lsid:ipni.org:names:331628-2","1223627-az","Glycine","genus","wfo-6500000991","Willd.","Fabaceae","Papilionoideae","","","Glycine","","","","genus","Valid","Sp. Pl., ed. 4. 3: 1053 (1802)","Accepted","","",NA,"Source in seed data: wcvp Update namepublishedIn from Sp. Pl., ed. 4 , 3: 1053 (1802) to Sp. Pl., ed. 4 , 3: 1053 (1802), information provided by Alan E. on email Jun. 07 2021","https://www.legumedata.org/taxonomy/taxon/3223627","The Fabaceae TEN - Legume Taxonomy Working Group","A","","",FALSE,"","",""
"Glycine max","Glycine max",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,1178,1,"wfo-0000181462","urn:lsid:ipni.org:names:60450240-2","2760","Glycine max","species","wfo-4000049061","(L.) Merr.","Fabaceae","Papilionoideae","","","Glycine","","max","","species","Valid","Interpr. Herb. Amboin. : 274 (1917)","Accepted","","wfo-0000178147",NA,"Source in seed data: ildis Update namepublishedIn from to Interpr. Herb. Amboin. : 274 (1917), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/ild-2760 >The Plant List","https://www.legumedata.org/taxonomy/taxon/2827366","The Fabaceae TEN - Legume Taxonomy Working Group","A","ild-2760","",FALSE,"","",""
"Glycyrrhiza glabra","Glycyrrhiza glabra",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,1179,1,"wfo-0000212813","urn:lsid:ipni.org:names:496941-1","7886","Glycyrrhiza glabra","species","wfo-4000015856","L.","Fabaceae","Papilionoideae","","","Glycyrrhiza","","glabra","","species","Valid","Sp. Pl. : 742 (1753)","Accepted","","",NA,"Source in seed data: ildis Update namepublishedIn from to Sp. Pl. : 742 (1753), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/ild-7886 >The Plant List v.1.1.</a> Ori","https://www.legumedata.org/taxonomy/taxon/2827728","The Fabaceae TEN - Legume Taxonomy Working Group","A","ild-7886","",FALSE,"","",""
"Glyzirrhyza glabra","Glyzirrhyza glabra",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,FALSE,TRUE,NA,1180,1,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"",FALSE,"","",""
"Gnaphalium","Gnaphalium",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,1181,1,"wfo-4000015882","urn:lsid:ipni.org:names:325908-2","urn:lsid:marinespecies.org:taxname:425732","Gnaphalium","genus","wfo-4100001928","L.","Asteraceae","Asteroideae","Gnaphalieae","Gnaphaliinae","Gnaphalium","","","","genus","Valid","Sp. Pl. : 850 (1753)","Accepted","","",NA,"Source in seed data: TPL1.1 More details could be found in <a href=http://www.theplantlist.org/1.1/browse/A/Compositae/Gnaphalium/ >The Plant List v.1.1.</a> Originally in <a href=http://www.theplantlist.org/browse/A/Compositae/Gnaphalium/ >The Plant Lis","https://www.compositae.org/gcd/aphia.php?p=taxdetails&id=425732","The Asteraceaae TEN","A","","",FALSE,"","",""
"Gnaphalium americanum","Gnaphalium americanum",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,1182,1,"wfo-0001425684","urn:lsid:ipni.org:names:77179566-1","1088861-az","Anaphalis margaritacea subsp. margaritacea","subspecies","wfo-0000092746","","Asteraceae","Asteroideae","Gnaphalieae","","Anaphalis","","margaritacea","margaritacea","subspecies","Valid","Unknown","Accepted","","",NA,"Source in seed data: wcvp New name from WCVP, information provided by Alan E. on email Oct. 19 2020","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77179566-1","The Asteraceaae TEN","A","","",TRUE,"Synonym","wfo-0000041532","Gnaphalium americanum"
"Gnaphalium americanum","Gnaphalium americanum",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,1182,2,"wfo-0000092746","urn:lsid:ipni.org:names:30173179-2","GCC-2691E611-C806-45B1-AE74-5ABB79A0009A","Anaphalis margaritacea","species","wfo-4000001853","(L.) Benth. & Hook.f.","Asteraceae","Asteroideae","Gnaphalieae","","Anaphalis","","margaritacea","","species","Valid","Gen. Pl. 2(1): 303 (1873)","Accepted","","wfo-0000120241",NA,"Source in seed data: gcc Update namepublishedIn from Gen. Pl. 2: 303 (1873) to Gen. Pl. 2(1): 303 (1873), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/gcc-48987 >Th","https://www.compositae.org/gcd/aphia.php?p=taxdetails&id=1094520","The Asteraceaae TEN","A","gcc-48987","",TRUE,"Synonym","wfo-0000088359","Gnaphalium americanum"
"Gnaphalium americanum","Gnaphalium americanum",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,1182,3,"wfo-0000125367","urn:lsid:ipni.org:names:1213296-2","GCC-096DFF16-A3CA-49AF-8A7A-7AF3D668BE1C","Gamochaeta americana","species","wfo-4000015275","(Mill.) Wedd.","Asteraceae","Asteroideae","Gnaphalieae","","Gamochaeta","","americana","","species","Valid","Chlor. Andina 1: 151 (1856)","Accepted","","wfo-0000130844",NA,"Source in seed data: gcc Update namepublishedIn from Chlor. Andina 1: 151. 1856 [1855 publ. 15 Dec 1856] to Chlor. Andina 1: 151 (1856), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.","https://www.compositae.org/gcd/aphia.php?p=taxdetails&id=1188669","The Asteraceaae TEN","A","gcc-86444","",TRUE,"Synonym","wfo-0000130844","Gnaphalium americanum"
"Gnaphalium antillanum","Gnaphalium antillanum",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,1183,1,"wfo-0000089272","urn:lsid:ipni.org:names:963070-1","GCC-CC05A409-B660-45A3-AF99-0875AC8DE065","Gamochaeta antillana","species","wfo-4000015275","(Urb.) Anderb.","Asteraceae","Asteroideae","Gnaphalieae","","Gamochaeta","","antillana","","species","Valid","Opera Bot. 104: 157 (1991):","Accepted","","wfo-0000090720",NA,"Source in seed data: gcc Updated namepublishedIn from Opera Bot. 104 157 1991 to Opera Bot. 104: 157 (1991):. , information provided by Alan E. on email Oct. 12 2020 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/gcc-455","https://www.compositae.org/gcd/aphia.php?p=taxdetails&id=1167045","The Asteraceaae TEN","A","gcc-4559","",TRUE,"Synonym","wfo-0000090720","Gnaphalium antillanum"
"Gnaphalium sylvaticum","Gnaphalium sylvaticum",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,1184,1,"wfo-0000018897","urn:lsid:ipni.org:names:210142-1","GCC-F1597E9C-66E3-42E5-83EA-C28BF24E4E88","Gnaphalium sylvaticum","species","wfo-4000015882","L.","Asteraceae","Asteroideae","Gnaphalieae","Gnaphaliinae","Gnaphalium","","sylvaticum","","species","Valid","Sp. Pl. : 856 (1753)","Accepted","","",NA,"Source in seed data: gcc Update namepublishedIn from Sp. Pl. 2: 856. 1753 [1 May 1753] to Sp. Pl. : 856 (1753), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/gcc-118","https://www.compositae.org/gcd/aphia.php?p=taxdetails&id=1107653","The Asteraceaae TEN","A","gcc-118271","",FALSE,"","",""
"Gnaphalium sylvaticum","Gnaphalium sylvaticum",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,1184,2,"wfo-0000075676","urn:lsid:ipni.org:names:210141-1","GCC-19E93866-20DE-4C06-93E0-3BF978A68E9A","Gnaphalium sylvaticum","species","","Sm.","Asteraceae","Asteroideae","Gnaphalieae","","Gnaphalium","","sylvaticum","","species","Valid","Engl. Bot. t. 913.","Unchecked","","",NA,"Source in seed data: gcc Updated namePublishedIn from Engl. Bot. t. 913. to Engl. Bot. t. 913. , according to IPNI. Information provided by Alan E. on email Jul. 15 2020. More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/gc","https://www.compositae.org/gcd/aphia.php?p=taxdetails&id=1124679","The Asteraceaae TEN","A","gcc-32357","",FALSE,"","",""
"Gnaphalium uliginosum","Gnaphalium uliginosum",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,1185,1,"wfo-0000007334","urn:lsid:ipni.org:names:210176-1","GCC-37E7569E-662F-418F-AA7D-A94CECBBB3A1","Gnaphalium uliginosum","species","","C.B.Clarke","Asteraceae","Asteroideae","Gnaphalieae","","Gnaphalium","","uliginosum","","species","Valid","Compos. Ind. 115. 1876","Unchecked","","",NA,"Source in seed data: gcc Updated namePublishedIn from Comp. Ind. 115. to Compos. Ind. 115. 1876 , according to IPNI. Information provided by Alan E. on email Jul. 15 2020. More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/g","https://www.compositae.org/gcd/aphia.php?p=taxdetails&id=1138127","The Asteraceaae TEN","A","gcc-107085","",FALSE,"","",""
"Gnaphalium uliginosum","Gnaphalium uliginosum",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,1185,2,"wfo-0000045677","urn:lsid:ipni.org:names:210175-1","GCC-0CBE66ED-F412-4BD1-AA4F-FD847AE519E0","Gnaphalium uliginosum","species","","A.Rich.","Asteraceae","Asteroideae","Gnaphalieae","","Gnaphalium","","uliginosum","","species","Valid","Tent. Fl. Abyss. 1: 431 (1848)","Unchecked","","",NA,"Source in seed data: gcc Update namepublishedIn from Tent. Fl. Abyss. 1: 431. 1848 [26 Feb 1848] to Tent. Fl. Abyss. 1: 431 (1848), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/t","https://www.compositae.org/gcd/aphia.php?p=taxdetails&id=1148276","The Asteraceaae TEN","A","gcc-144171","",FALSE,"","",""
