"original_taxa","accepted_taxref","taxref_key","taxref_rank","taxref_full_name","taxref_class","taxref_order","taxref_family","taxref_status","G1_INPN","G2_INPN","G3_INPN","habitat","accepted_gbif","gbif_key","gbif_rank","gbif_full_name","gbif_phylum","gbif_order","gbif_family","gbif_status","accepted_taxa","full_name","accepted_rank","in_AT_VIN_SECBIVIT","in_AT_VINEDIVERS","in_BE_ANN_EXPLORE","in_DE_VIN_SECBIVIT","in_EU_HMETCALF","in_FR_ABY","in_FR_ALL_500_ENI","in_FR_ALL_LANGUEDOC","in_FR_ANN_37","in_FR_ANN_45","in_FR_ANN_BARR","in_FR_ANN_BIOVIGILANCE","in_FR_ANN_BOURGOGNE","in_FR_ANN_CASDAR","in_FR_ANN_DEEPIMPACT","in_FR_ANN_FENAY_GFPHD","in_FR_ANN_MP","in_FR_CASYS","in_FR_CBN","in_FR_OLI_GENTY","in_FR_SECBIVIT","in_FR_SUN_ENIVTH","in_FR_VIN_ALPES","in_FR_VIN_BIOVIGILANCE","in_FR_VIN_FLAVI","in_FR_VIN_GIGNAC","in_FR_VIN_HERAULT","in_FR_VIN_SAVM","in_FR_VINE_BDX","in_FR_VINE_CA33","in_RO_VIN_SECBIVIT","in_UK_ANN_Boundary_Margin_Verge"
"Rosa sempervirens","Rosa sempervirens",118498,"ES","Rosa sempervirens L., 1753","Equisetopsida","Rosales","Rosaceae","EXACT_ACCEPTED","Trachéophytes","Angiospermes","Autres",3,"Rosa sempervirens",3002660,"SPECIES","Rosa sempervirens L.","Tracheophyta","Rosales","Rosaceae","EXACT_ACCEPTED","Rosa sempervirens","Rosa sempervirens L., 1753","SPECIES",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Rosaceae","Rosaceae",187311,"FM","Rosaceae Juss., 1789","Equisetopsida","Rosales","Rosaceae","EXACT_ACCEPTED","Trachéophytes","Angiospermes","Autres",3,"Rosaceae",5015,"FAMILY","Rosaceae","Tracheophyta","Rosales","Rosaceae","EXACT_ACCEPTED","Rosaceae","Rosaceae Juss., 1789","FAMILY",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Rosmarinus officinalis","Salvia rosmarinus",1027822,"ES","Salvia rosmarinus Spenn., 1835","Equisetopsida","Lamiales","Lamiaceae","EXACT_SYNONYM","Trachéophytes","Angiospermes","Autres",3,"Salvia rosmarinus",10902460,"SPECIES","Salvia rosmarinus Spenn.","Tracheophyta","Lamiales","Lamiaceae","EXACT_ACCEPTED","Salvia rosmarinus","Salvia rosmarinus Spenn., 1835","SPECIES",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Rostraria cristata","Rostraria cristata",118872,"ES","Rostraria cristata (L.) Tzvelev, 1971","Equisetopsida","Poales","Poaceae","EXACT_ACCEPTED","Trachéophytes","Angiospermes","Autres",3,"Rostraria cristata",5289906,"SPECIES","Rostraria cristata (L.) Tzvelev","Tracheophyta","Poales","Poaceae","EXACT_ACCEPTED","Rostraria cristata","Rostraria cristata (L.) Tzvelev, 1971","SPECIES",0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0
"Rubia peregrina","Rubia peregrina",118916,"ES","Rubia peregrina L., 1753","Equisetopsida","Gentianales","Rubiaceae","EXACT_ACCEPTED","Trachéophytes","Angiospermes","Autres",3,"Rubia peregrina",2892347,"SPECIES","Rubia peregrina L.","Tracheophyta","Gentianales","Rubiaceae","EXACT_ACCEPTED","Rubia peregrina","Rubia peregrina L., 1753","SPECIES",0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,0,1,1,1,0,0
"Rubia peregrina peregrina","Rubia peregrina",118916,"ES","Rubia peregrina L., 1753","Equisetopsida","Gentianales","Rubiaceae","EXACT_SYNONYM","Trachéophytes","Angiospermes","Autres",3,"Rubia peregrina",2892347,"SPECIES","Rubia peregrina L.","Tracheophyta","Gentianales","Rubiaceae","EXACT_ACCEPTED","Rubia peregrina","Rubia peregrina L., 1753","SPECIES",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Rubia tinctorum","Rubia tinctorum",118920,"ES","Rubia tinctorum L., 1753","Equisetopsida","Gentianales","Rubiaceae","EXACT_ACCEPTED","Trachéophytes","Angiospermes","Autres",3,"Rubia tinctorum",2892272,"SPECIES","Rubia tinctorum L.","Tracheophyta","Gentianales","Rubiaceae","EXACT_ACCEPTED","Rubia tinctorum","Rubia tinctorum L., 1753","SPECIES",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Rubiaceae","Rubiaceae",187397,"FM","Rubiaceae Juss., 1789","Equisetopsida","Gentianales","Rubiaceae","EXACT_ACCEPTED","Trachéophytes","Angiospermes","Autres",3,"Rubiaceae",8798,"FAMILY","Rubiaceae","Tracheophyta","Gentianales","Rubiaceae","EXACT_ACCEPTED","Rubiaceae","Rubiaceae Juss., 1789","FAMILY",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Rubus","Rubus",197281,"GN","Rubus L., 1753","Equisetopsida","Rosales","Rosaceae","EXACT_ACCEPTED","Trachéophytes","Angiospermes","Autres",3,"Rubus",2988638,"GENUS","Rubus L.","Tracheophyta","Rosales","Rosaceae","HIGHERRANK_ACCEPTED","Rubus","Rubus L., 1753","GENUS",1,0,0,0,1,0,1,1,1,1,1,1,0,0,1,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1
"Rubus arcticus","Rubus arcticus",762293,"ES","Rubus arcticus L., 1753","Equisetopsida","Rosales","Rosaceae","EXACT_ACCEPTED","Trachéophytes","Angiospermes","Autres",7,"Rubus arcticus",2992051,"SPECIES","Rubus arcticus L.","Tracheophyta","Rosales","Rosaceae","EXACT_ACCEPTED","Rubus arcticus","Rubus arcticus L., 1753","SPECIES",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Rubus armeniacus","Rubus armeniacus",118963,"ES","Rubus armeniacus Focke, 1874","Equisetopsida","Rosales","Rosaceae","EXACT_ACCEPTED","Trachéophytes","Angiospermes","Autres",7,"Rubus armeniacus",2996525,"SPECIES","Rubus armeniacus Focke","Tracheophyta","Rosales","Rosaceae","EXACT_ACCEPTED","Rubus armeniacus","Rubus armeniacus Focke, 1874","SPECIES",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Rubus caesius","Rubus caesius",118993,"ES","Rubus caesius L., 1753","Equisetopsida","Rosales","Rosaceae","EXACT_ACCEPTED","Trachéophytes","Angiospermes","Autres",3,"Rubus caesius",2995209,"SPECIES","Rubus caesius L.","Tracheophyta","Rosales","Rosaceae","EXACT_ACCEPTED","Rubus caesius","Rubus caesius L., 1753","SPECIES",0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,1,0,1,1,1,1,1,1
"Rubus fruticosus","Rubus fruticosus",119097,"ES","Rubus fruticosus L., 1753","Equisetopsida","Rosales","Rosaceae","EXACT_ACCEPTED","Trachéophytes","Angiospermes","Autres",3,"Rubus fruticosus",8436459,"SPECIES","Rubus fruticosus L.","Tracheophyta","Rosales","Rosaceae","EXACT_ACCEPTED","Rubus fruticosus","Rubus fruticosus L., 1753","SPECIES",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
"Rubus idaeus","Rubus idaeus",119149,"ES","Rubus idaeus L., 1753","Equisetopsida","Rosales","Rosaceae","EXACT_ACCEPTED","Trachéophytes","Angiospermes","Autres",3,"Rubus idaeus",2993094,"SPECIES","Rubus idaeus L.","Tracheophyta","Rosales","Rosaceae","EXACT_ACCEPTED","Rubus idaeus","Rubus idaeus L., 1753","SPECIES",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Rubus idenus","Rubus idaeus",119149,"ES","Rubus idaeus L., 1753","Equisetopsida","Rosales","Rosaceae","FUZZY_ACCEPTED","Trachéophytes","Angiospermes","Autres",3,"Rubus idaeus",2993094,"SPECIES","Rubus idaeus L.","Tracheophyta","Rosales","Rosaceae","EXACT_ACCEPTED","Rubus idaeus","Rubus idaeus L., 1753","SPECIES",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Rubus ulmifolius","Rubus ulmifolius",119373,"ES","Rubus ulmifolius Schott, 1818","Equisetopsida","Rosales","Rosaceae","EXACT_ACCEPTED","Trachéophytes","Angiospermes","Autres",3,"Rubus ulmifolius",2996929,"SPECIES","Rubus ulmifolius Schott","Tracheophyta","Rosales","Rosaceae","EXACT_ACCEPTED","Rubus ulmifolius","Rubus ulmifolius Schott, 1818","SPECIES",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Rubus vestitus","Rubus vestitus",119381,"ES","Rubus vestitus Weihe, 1825","Equisetopsida","Rosales","Rosaceae","EXACT_ACCEPTED","Trachéophytes","Angiospermes","Autres",3,"Rubus vestitus",8289268,"SPECIES","Rubus vestitus Weihe","Tracheophyta","Rosales","Rosaceae","EXACT_ACCEPTED","Rubus vestitus","Rubus vestitus Weihe, 1825","SPECIES",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Rumex","Rumex",197284,"GN","Rumex L., 1753","Equisetopsida","Caryophyllales","Polygonaceae","EXACT_ACCEPTED","Trachéophytes","Angiospermes","Autres",3,"Rumex",2888942,"GENUS","Rumex L.","Tracheophyta","Caryophyllales","Polygonaceae","HIGHERRANK_ACCEPTED","Rumex","Rumex L., 1753","GENUS",1,1,0,0,1,1,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1
"Rumex acetosa","Rumex acetosa",119418,"ES","Rumex acetosa L., 1753","Equisetopsida","Caryophyllales","Polygonaceae","EXACT_ACCEPTED","Trachéophytes","Angiospermes","Autres",3,"Rumex acetosa",2888951,"SPECIES","Rumex acetosa L.","Tracheophyta","Caryophyllales","Polygonaceae","EXACT_ACCEPTED","Rumex acetosa","Rumex acetosa L., 1753","SPECIES",1,1,1,0,1,0,1,0,1,1,0,1,1,1,1,1,0,1,0,0,1,1,1,1,0,0,0,0,1,1,1,1
"Rumex acetosa acetosa","Rumex acetosa subsp. acetosa",140321,"SSES","Rumex acetosa subsp. acetosa L., 1753","Equisetopsida","Caryophyllales","Polygonaceae","EXACT_ACCEPTED","Trachéophytes","Angiospermes","Autres",3,"Rumex acetosa acetosa",6391631,"SUBSPECIES","Rumex acetosa subsp. acetosa","Tracheophyta","Caryophyllales","Polygonaceae","EXACT_ACCEPTED","Rumex acetosa subsp. acetosa","Rumex acetosa subsp. acetosa L., 1753","SUBSPECIES",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Rumex acetosella","Rumex acetosella",119419,"ES","Rumex acetosella L., 1753","Equisetopsida","Caryophyllales","Polygonaceae","EXACT_ACCEPTED","Trachéophytes","Angiospermes","Autres",3,"Rumex acetosella",2888995,"SPECIES","Rumex acetosella L.","Tracheophyta","Caryophyllales","Polygonaceae","EXACT_ACCEPTED","Rumex acetosella","Rumex acetosella L., 1753","SPECIES",0,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,1,1,0,0,1,1,0,1,0,0,0,1,1,1,0,1
"Rumex acetosella acetosella","Rumex acetosella",119419,"ES","Rumex acetosella L., 1753","Equisetopsida","Caryophyllales","Polygonaceae","EXACT_SYNONYM","Trachéophytes","Angiospermes","Autres",3,"Rumex acetosella",2888995,"SPECIES","Rumex acetosella L.","Tracheophyta","Caryophyllales","Polygonaceae","EXACT_ACCEPTED","Rumex acetosella","Rumex acetosella L., 1753","SPECIES",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Rumex bucephalophorus","Rumex bucephalophorus",119461,"ES","Rumex bucephalophorus L., 1753","Equisetopsida","Caryophyllales","Polygonaceae","EXACT_ACCEPTED","Trachéophytes","Angiospermes","Autres",3,"Rumex bucephalophorus",2888993,"SPECIES","Rumex bucephalophorus L.","Tracheophyta","Caryophyllales","Polygonaceae","EXACT_ACCEPTED","Rumex bucephalophorus","Rumex bucephalophorus L., 1753","SPECIES",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Rumex confertus",NA,NA,NA,NA,NA,NA,NA,"NOT FOUND",NA,NA,NA,NA,"Rumex confertus",2888943,"SPECIES","Rumex confertus Willd.","Tracheophyta","Caryophyllales","Polygonaceae","EXACT_ACCEPTED","Rumex confertus","Rumex confertus Willd.","SPECIES",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Rumex conglomeratus","Rumex conglomeratus",119471,"ES","Rumex conglomeratus Murray, 1770","Equisetopsida","Caryophyllales","Polygonaceae","EXACT_ACCEPTED","Trachéophytes","Angiospermes","Autres",3,"Rumex conglomeratus",2888963,"SPECIES","Rumex conglomeratus Murray","Tracheophyta","Caryophyllales","Polygonaceae","EXACT_ACCEPTED","Rumex conglomeratus","Rumex conglomeratus Murray, 1770","SPECIES",0,0,1,0,1,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1
"Rumex crispus","Rumex crispus",119473,"ES","Rumex crispus L., 1753","Equisetopsida","Caryophyllales","Polygonaceae","EXACT_ACCEPTED","Trachéophytes","Angiospermes","Autres",3,"Rumex crispus",8195144,"SPECIES","Rumex crispus L.","Tracheophyta","Caryophyllales","Polygonaceae","EXACT_ACCEPTED","Rumex crispus","Rumex crispus L., 1753","SPECIES",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,0,1,1,1,1,0,1
"Rumex crispus crispus","Rumex crispus subsp. crispus",1028176,"SSES","Rumex crispus subsp. crispus L., 1753","Equisetopsida","Caryophyllales","Polygonaceae","EXACT_ACCEPTED","Trachéophytes","Angiospermes","Autres",3,"Rumex crispus crispus",7291543,"VARIETY","Rumex crispus var. crispus","Tracheophyta","Caryophyllales","Polygonaceae","EXACT_ACCEPTED","Rumex crispus subsp. crispus","Rumex crispus subsp. crispus L., 1753","SUBSPECIES",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Rumex cristatus","Rumex cristatus",119474,"ES","Rumex cristatus DC., 1813","Equisetopsida","Caryophyllales","Polygonaceae","EXACT_ACCEPTED","Trachéophytes","Angiospermes","Autres",3,"Rumex cristatus",2889010,"SPECIES","Rumex cristatus DC.","Tracheophyta","Caryophyllales","Polygonaceae","EXACT_ACCEPTED","Rumex cristatus","Rumex cristatus DC., 1813","SPECIES",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Rumex longifolius","Rumex longifolius",119525,"ES","Rumex longifolius DC., 1815","Equisetopsida","Caryophyllales","Polygonaceae","EXACT_ACCEPTED","Trachéophytes","Angiospermes","Autres",3,"Rumex longifolius",2888946,"SPECIES","Rumex longifolius DC.","Tracheophyta","Caryophyllales","Polygonaceae","EXACT_ACCEPTED","Rumex longifolius","Rumex longifolius DC., 1815","SPECIES",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Rumex obtusifolius","Rumex obtusifolius",119550,"ES","Rumex obtusifolius L., 1753","Equisetopsida","Caryophyllales","Polygonaceae","EXACT_ACCEPTED","Trachéophytes","Angiospermes","Autres",3,"Rumex obtusifolius",2889011,"SPECIES","Rumex obtusifolius L.","Tracheophyta","Caryophyllales","Polygonaceae","EXACT_ACCEPTED","Rumex obtusifolius","Rumex obtusifolius L., 1753","SPECIES",0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,0,0,1,1,1,1,0,1
"Rumex palustris","Rumex palustris",119556,"ES","Rumex palustris Sm., 1800","Equisetopsida","Caryophyllales","Polygonaceae","EXACT_ACCEPTED","Trachéophytes","Angiospermes","Autres",7,"Rumex palustris",4037603,"SPECIES","Rumex palustris Sm.","Tracheophyta","Caryophyllales","Polygonaceae","EXACT_ACCEPTED","Rumex palustris","Rumex palustris Sm., 1800","SPECIES",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Rumex patientia","Rumex patientia",119558,"ES","Rumex patientia L., 1753","Equisetopsida","Caryophyllales","Polygonaceae","EXACT_ACCEPTED","Trachéophytes","Angiospermes","Autres",3,"Rumex patientia",2889019,"SPECIES","Rumex patientia L.","Tracheophyta","Caryophyllales","Polygonaceae","EXACT_ACCEPTED","Rumex patientia","Rumex patientia L., 1753","SPECIES",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Rumex pulcher","Rumex pulcher",119569,"ES","Rumex pulcher L., 1753","Equisetopsida","Caryophyllales","Polygonaceae","EXACT_ACCEPTED","Trachéophytes","Angiospermes","Autres",3,"Rumex pulcher",2888978,"SPECIES","Rumex pulcher L.","Tracheophyta","Caryophyllales","Polygonaceae","EXACT_ACCEPTED","Rumex pulcher","Rumex pulcher L., 1753","SPECIES",0,0,0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0
"Rumex roseus","Rumex roseus",119579,"ES","Rumex roseus L., 1753","Equisetopsida","Caryophyllales","Polygonaceae","EXACT_ACCEPTED","Trachéophytes","Angiospermes","Autres",3,"Rumex roseus",8266545,"SPECIES","Rumex roseus L.","Tracheophyta","Caryophyllales","Polygonaceae","EXACT_ACCEPTED","Rumex roseus","Rumex roseus L., 1753","SPECIES",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Rumex sanguineus","Rumex sanguineus",119585,"ES","Rumex sanguineus L., 1753","Equisetopsida","Caryophyllales","Polygonaceae","EXACT_ACCEPTED","Trachéophytes","Angiospermes","Autres",3,"Rumex sanguineus",2888960,"SPECIES","Rumex sanguineus L.","Tracheophyta","Caryophyllales","Polygonaceae","EXACT_ACCEPTED","Rumex sanguineus","Rumex sanguineus L., 1753","SPECIES",0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"Rumex stenophyllus","Rumex stenophyllus",1021201,"ES","Rumex stenophyllus Ledeb., 1830","Equisetopsida","Caryophyllales","Polygonaceae","EXACT_ACCEPTED","Trachéophytes","Angiospermes","Autres",3,"Rumex stenophyllus",2889023,"SPECIES","Rumex stenophyllus Ledeb.","Tracheophyta","Caryophyllales","Polygonaceae","EXACT_ACCEPTED","Rumex stenophyllus","Rumex stenophyllus Ledeb., 1830","SPECIES",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Rumex thyrsiflorus","Rumex thyrsiflorus",119595,"ES","Rumex thyrsiflorus Fingerh., 1829","Equisetopsida","Caryophyllales","Polygonaceae","EXACT_ACCEPTED","Trachéophytes","Angiospermes","Autres",3,"Rumex thyrsiflorus",6391417,"SPECIES","Rumex thyrsiflorus Fingerh.","Tracheophyta","Caryophyllales","Polygonaceae","EXACT_ACCEPTED","Rumex thyrsiflorus","Rumex thyrsiflorus Fingerh., 1829","SPECIES",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Rumex thyrsiflorus","Rumex thyrsiflorus",119595,"ES","Rumex thyrsiflorus Fingerh., 1829","Equisetopsida","Caryophyllales","Polygonaceae","FUZZY_ACCEPTED","Trachéophytes","Angiospermes","Autres",3,"Rumex thyrsiflorus",6391417,"SPECIES","Rumex thyrsiflorus Fingerh.","Tracheophyta","Caryophyllales","Polygonaceae","EXACT_ACCEPTED","Rumex thyrsiflorus","Rumex thyrsiflorus Fingerh., 1829","SPECIES",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Rumex thyrsoides","Rumex thyrsoides",119596,"ES","Rumex thyrsoides Desf., 1798","Equisetopsida","Caryophyllales","Polygonaceae","EXACT_ACCEPTED","Trachéophytes","Angiospermes","Autres",3,"Rumex thyrsoides",8417114,"SPECIES","Rumex thyrsoides Desf.","Tracheophyta","Caryophyllales","Polygonaceae","EXACT_ACCEPTED","Rumex thyrsoides","Rumex thyrsoides Desf., 1798","SPECIES",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Rumex x pratensis","Rumex x pratensis",119666,"ES","Rumex x pratensis Mert. & W.D.J.Koch, 1826","Equisetopsida","Caryophyllales","Polygonaceae","EXACT_ACCEPTED","Trachéophytes","Angiospermes","Autres",3,"Rumex pratensis",2889035,"SPECIES","Rumex × pratensis Mert. & W.D.J.Koch","Tracheophyta","Caryophyllales","Polygonaceae","EXACT_ACCEPTED","Rumex x pratensis","Rumex x pratensis Mert. & W.D.J.Koch, 1826","SPECIES",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ruscus aculeatus","Ruscus aculeatus",119698,"ES","Ruscus aculeatus L., 1753","Equisetopsida","Asparagales","Asparagaceae","EXACT_ACCEPTED","Trachéophytes","Angiospermes","Autres",3,"Ruscus aculeatus",2769766,"SPECIES","Ruscus aculeatus L.","Tracheophyta","Asparagales","Asparagaceae","EXACT_ACCEPTED","Ruscus aculeatus","Ruscus aculeatus L., 1753","SPECIES",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
"Ruta chalepensis","Ruta chalepensis",119710,"ES","Ruta chalepensis L., 1767","Equisetopsida","Sapindales","Rutaceae","EXACT_ACCEPTED","Trachéophytes","Angiospermes","Autres",3,"Ruta chalepensis",3190381,"SPECIES","Ruta chalepensis L.","Tracheophyta","Sapindales","Rutaceae","EXACT_ACCEPTED","Ruta chalepensis","Ruta chalepensis L., 1767","SPECIES",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ruta graveolens","Ruta graveolens",119716,"ES","Ruta graveolens L., 1753","Equisetopsida","Sapindales","Rutaceae","EXACT_ACCEPTED","Trachéophytes","Angiospermes","Autres",3,"Ruta graveolens",3190382,"SPECIES","Ruta graveolens L.","Tracheophyta","Sapindales","Rutaceae","EXACT_ACCEPTED","Ruta graveolens","Ruta graveolens L., 1753","SPECIES",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Sabulina tenuifolia","Sabulina tenuifolia",119753,"ES","Sabulina tenuifolia (L.) Rchb., 1832","Equisetopsida","Caryophyllales","Caryophyllaceae","EXACT_ACCEPTED","Trachéophytes","Angiospermes","Autres",3,"Sabulina tenuifolia",5586962,"SPECIES","Sabulina tenuifolia (L.) Rchb.","Tracheophyta","Caryophyllales","Caryophyllaceae","EXACT_ACCEPTED","Sabulina tenuifolia","Sabulina tenuifolia (L.) Rchb., 1832","SPECIES",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"Sabulina tenuifolia laxa","Sabulina tenuifolia subsp. laxa",1000533,"SSES","Sabulina tenuifolia subsp. laxa (Jord.) Garraud & J.-M.Tison, 2021","Equisetopsida","Caryophyllales","Caryophyllaceae","EXACT_ACCEPTED","Trachéophytes","Angiospermes","Autres",3,"Sabulina tenuifolia tenuifolia",8161605,"SUBSPECIES","Sabulina tenuifolia subsp. tenuifolia","Tracheophyta","Caryophyllales","Caryophyllaceae","EXACT_SYNONYM","Sabulina tenuifolia subsp. laxa","Sabulina tenuifolia subsp. laxa (Jord.) Garraud & J.-M.Tison, 2021","SUBSPECIES",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Sagina","Sagina",197319,"GN","Sagina L., 1753","Equisetopsida","Caryophyllales","Caryophyllaceae","EXACT_ACCEPTED","Trachéophytes","Angiospermes","Autres",3,"Sagina",3085387,"GENUS","Sagina L.","Tracheophyta","Caryophyllales","Caryophyllaceae","HIGHERRANK_ACCEPTED","Sagina","Sagina L., 1753","GENUS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Sagina apetala","Sagina apetala",119780,"ES","Sagina apetala Ard., 1763","Equisetopsida","Caryophyllales","Caryophyllaceae","EXACT_ACCEPTED","Trachéophytes","Angiospermes","Autres",3,"Sagina apetala",8941837,"SPECIES","Sagina apetala Ard.","Tracheophyta","Caryophyllales","Caryophyllaceae","EXACT_ACCEPTED","Sagina apetala","Sagina apetala Ard., 1763","SPECIES",0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,1,0,0
"Sagina procumbens","Sagina procumbens",119818,"ES","Sagina procumbens L., 1753","Equisetopsida","Caryophyllales","Caryophyllaceae","EXACT_ACCEPTED","Trachéophytes","Angiospermes","Autres",3,"Sagina procumbens",3085402,"SPECIES","Sagina procumbens L.","Tracheophyta","Caryophyllales","Caryophyllaceae","EXACT_ACCEPTED","Sagina procumbens","Sagina procumbens L., 1753","SPECIES",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Salix","Salix",197334,"GN","Salix L., 1753","Equisetopsida","Malpighiales","Salicaceae","EXACT_ACCEPTED","Trachéophytes","Angiospermes","Autres",3,"Salix",3039576,"GENUS","Salix L.","Tracheophyta","Malpighiales","Salicaceae","HIGHERRANK_ACCEPTED","Salix","Salix L., 1753","GENUS",0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Salix alba","Salix alba",119915,"ES","Salix alba L., 1753","Equisetopsida","Malpighiales","Salicaceae","EXACT_ACCEPTED","Trachéophytes","Angiospermes","Autres",3,"Salix alba",5372513,"SPECIES","Salix alba L.","Tracheophyta","Malpighiales","Salicaceae","EXACT_ACCEPTED","Salix alba","Salix alba L., 1753","SPECIES",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
