"original_taxa","accepted_gbif","gbif_key","gbif_rank","gbif_full_name","gbif_phylum","gbif_order","gbif_family","gbif_status","accepted_rank","accepted_taxa"
"Mucuna","Mucuna",2951351,"GENUS","Mucuna Adans.","Tracheophyta","Fabales","Fabaceae","HIGHERRANK_ACCEPTED","GENUS","Mucuna"
"Mucuna flagellipes","Mucuna flagellipes",2951405,"SPECIES","Mucuna flagellipes Vogel ex Hook.f.","Tracheophyta","Fabales","Fabaceae","EXACT_ACCEPTED","SPECIES","Mucuna flagellipes"
"Mucuna pruriens","Mucuna pruriens",2951499,"SPECIES","Mucuna pruriens (L.) DC.","Tracheophyta","Fabales","Fabaceae","EXACT_ACCEPTED","SPECIES","Mucuna pruriens"
"Murdannia","Murdannia",2764564,"GENUS","Murdannia Royle","Tracheophyta","Commelinales","Commelinaceae","HIGHERRANK_ACCEPTED","GENUS","Murdannia"
"Murdannia nudiflora","Murdannia nudiflora",2764680,"SPECIES","Murdannia nudiflora (L.) Brenan","Tracheophyta","Commelinales","Commelinaceae","EXACT_ACCEPTED","SPECIES","Murdannia nudiflora"
"Murdannia simplex","Murdannia simplex",2764739,"SPECIES","Murdannia simplex (Vahl) Brenan","Tracheophyta","Commelinales","Commelinaceae","EXACT_ACCEPTED","SPECIES","Murdannia simplex"
"Murraya koenigii","Murraya koenigii",5421333,"SPECIES","Murraya koenigii (L.) Spreng.","Tracheophyta","Sapindales","Rutaceae","EXACT_ACCEPTED","SPECIES","Murraya koenigii"
"Murraya paniculata","Murraya paniculata",8190743,"SPECIES","Murraya paniculata (L.) Jacq.","Tracheophyta","Sapindales","Rutaceae","EXACT_ACCEPTED","SPECIES","Murraya paniculata"
"Musa","Musa",2760990,"GENUS","Musa L.","Tracheophyta","Zingiberales","Musaceae","HIGHERRANK_ACCEPTED","GENUS","Musa"
"Musa x paradisiaca","Musa paradisiaca",2762752,"SPECIES","Musa × paradisiaca L.","Tracheophyta","Zingiberales","Musaceae","EXACT_ACCEPTED","SPECIES","Musa paradisiaca"
"Mussaenda elegans","Mussaenda elegans",2892527,"SPECIES","Mussaenda elegans Schumach. & Thonn.","Tracheophyta","Gentianales","Rubiaceae","EXACT_ACCEPTED","SPECIES","Mussaenda elegans"
"Mussaenda tristigmatica","Mussaenda tristigmatica",2892600,"SPECIES","Mussaenda tristigmatica Cummins","Tracheophyta","Gentianales","Rubiaceae","EXACT_ACCEPTED","SPECIES","Mussaenda tristigmatica"
"Myosotis discolor","Myosotis discolor",5341177,"SPECIES","Myosotis discolor Pers.","Tracheophyta","Boraginales","Boraginaceae","EXACT_ACCEPTED","SPECIES","Myosotis discolor"
"Najas pectinata","Najas pectinata",5329459,"SPECIES","Najas pectinata (Parl.) Magnus","Tracheophyta","Alismatales","Hydrocharitaceae","EXACT_ACCEPTED","SPECIES","Najas pectinata"
"Napoleonaea vogelii","Napoleonaea vogelii",3083469,"SPECIES","Napoleonaea vogelii Hook. & Planch.","Tracheophyta","Ericales","Lecythidaceae","EXACT_ACCEPTED","SPECIES","Napoleonaea vogelii"
"Nasturtium officinale","Nasturtium officinale",7701037,"SPECIES","Nasturtium officinale R.Br.","Tracheophyta","Brassicales","Brassicaceae","EXACT_ACCEPTED","SPECIES","Nasturtium officinale"
"Nauclea latifolia","Nauclea latifolia",5336165,"SPECIES","Nauclea latifolia Sm.","Tracheophyta","Gentianales","Rubiaceae","EXACT_ACCEPTED","SPECIES","Nauclea latifolia"
"Nelsonia canescens","Nelsonia canescens",5415356,"SPECIES","Nelsonia canescens (Lam.) Spreng.","Tracheophyta","Lamiales","Acanthaceae","EXACT_ACCEPTED","SPECIES","Nelsonia canescens"
"Neojeffreya decurrens","Neojeffreya decurrens",3086900,"SPECIES","Neojeffreya decurrens (L.) Cabrera","Tracheophyta","Asterales","Asteraceae","EXACT_ACCEPTED","SPECIES","Neojeffreya decurrens"
"Neonotonia","Neonotonia",2947910,"GENUS","Neonotonia J.A.Lackey","Tracheophyta","Fabales","Fabaceae","HIGHERRANK_ACCEPTED","GENUS","Neonotonia"
"Neonotonia wightii","Neonotonia wightii",2947913,"SPECIES","Neonotonia wightii (Wight & Arn.) J.A.Lackey","Tracheophyta","Fabales","Fabaceae","EXACT_ACCEPTED","SPECIES","Neonotonia wightii"
"Neoschumannia kamerunensis","Neoschumannia kamerunensis",3576126,"SPECIES","Neoschumannia kamerunensis Schltr.","Tracheophyta","Gentianales","Apocynaceae","EXACT_ACCEPTED","SPECIES","Neoschumannia kamerunensis"
"Nephrolepis biserrata","Nephrolepis biserrata",12262828,"SPECIES","Nephrolepis biserrata (Sw.) Desv.","Tracheophyta","Polypodiales","Nephrolepidaceae","EXACT_ACCEPTED","SPECIES","Nephrolepis biserrata"
"Neptunia plena","Neptunia plena",5353568,"SPECIES","Neptunia plena (L.) Benth.","Tracheophyta","Fabales","Fabaceae","EXACT_ACCEPTED","SPECIES","Neptunia plena"
"Neptunia prostrata","Neptunia prostrata",5353534,"SPECIES","Neptunia prostrata (Lam.) Baill.","Tracheophyta","Fabales","Fabaceae","EXACT_ACCEPTED","SPECIES","Neptunia prostrata"
"Nesogordonia papaverifera","Nesogordonia papaverifera",3670970,"SPECIES","Nesogordonia papaverifera (A.Chev.) Capuron","Tracheophyta","Malvales","Malvaceae","EXACT_ACCEPTED","SPECIES","Nesogordonia papaverifera"
"Newbouldia laevis","Newbouldia laevis",4091370,"SPECIES","Newbouldia laevis (Beauverd) Seem.","Tracheophyta","Lamiales","Bignoniaceae","EXACT_ACCEPTED","SPECIES","Newbouldia laevis"
"Nicandra physalodes","Nicandra physalodes",5341754,"SPECIES","Nicandra physalodes (L.) Gaertn.","Tracheophyta","Solanales","Solanaceae","EXACT_ACCEPTED","SPECIES","Nicandra physalodes"
"Nicotiana plumbaginifolia","Nicotiana plumbaginifolia",2928768,"SPECIES","Nicotiana plumbaginifolia Viv.","Tracheophyta","Solanales","Solanaceae","EXACT_ACCEPTED","SPECIES","Nicotiana plumbaginifolia"
"Nidorella aegyptiaca","Nidorella aegyptiaca",8339120,"SPECIES","Nidorella aegyptiaca (L.) J.C.Manning & Goldblatt","Tracheophyta","Asterales","Asteraceae","EXACT_ACCEPTED","SPECIES","Nidorella aegyptiaca"
"Nymphaea alba","Nymphaea alba",2882437,"SPECIES","Nymphaea alba L.","Tracheophyta","Nymphaeales","Nymphaeaceae","EXACT_ACCEPTED","SPECIES","Nymphaea alba"
"Nymphaea lotus","Nymphaea lotus",2882429,"SPECIES","Nymphaea lotus L.","Tracheophyta","Nymphaeales","Nymphaeaceae","EXACT_ACCEPTED","SPECIES","Nymphaea lotus"
"Nymphaea rubra","Nymphaea rubra",7365664,"SPECIES","Nymphaea rubra Roxb. ex Andr.","Tracheophyta","Nymphaeales","Nymphaeaceae","EXACT_ACCEPTED","SPECIES","Nymphaea rubra"
"Nymphaea rudgeana","Nymphaea rudgeana",7918469,"SPECIES","Nymphaea rudgeana G.Mey.","Tracheophyta","Nymphaeales","Nymphaeaceae","EXACT_ACCEPTED","SPECIES","Nymphaea rudgeana"
"Nymphoides indica","Nymphoides indica",5341503,"SPECIES","Nymphoides indica (L.) Kuntze","Tracheophyta","Asterales","Menyanthaceae","EXACT_ACCEPTED","SPECIES","Nymphoides indica"
"Ocimum americanum","Ocimum americanum",2927097,"SPECIES","Ocimum americanum L.","Tracheophyta","Lamiales","Lamiaceae","EXACT_ACCEPTED","SPECIES","Ocimum americanum"
"Ocimum basilicum","Ocimum basilicum",2927096,"SPECIES","Ocimum basilicum L.","Tracheophyta","Lamiales","Lamiaceae","EXACT_ACCEPTED","SPECIES","Ocimum basilicum"
"Ocimum gratissimum","Ocimum gratissimum",2927094,"SPECIES","Ocimum gratissimum L.","Tracheophyta","Lamiales","Lamiaceae","EXACT_ACCEPTED","SPECIES","Ocimum gratissimum"
"Oenothera glazioviana","Oenothera glazioviana",3188894,"SPECIES","Oenothera glazioviana Micheli","Tracheophyta","Myrtales","Onagraceae","EXACT_ACCEPTED","SPECIES","Oenothera glazioviana"
"Oenothera rosea","Oenothera rosea",3188875,"SPECIES","Oenothera rosea Aiton","Tracheophyta","Myrtales","Onagraceae","EXACT_ACCEPTED","SPECIES","Oenothera rosea"
"Oenothera stricta","Oenothera stricta",3188830,"SPECIES","Oenothera stricta Link","Tracheophyta","Myrtales","Onagraceae","EXACT_ACCEPTED","SPECIES","Oenothera stricta"
"Olax subscorpioidea","Olax subscorpioidea",7397039,"SPECIES","Olax subscorpioidea Oliv.","Tracheophyta","Santalales","Olacaceae","EXACT_ACCEPTED","SPECIES","Olax subscorpioidea"
"Oldenlandia","Oldenlandia",2915706,"GENUS","Oldenlandia L.","Tracheophyta","Gentianales","Rubiaceae","HIGHERRANK_ACCEPTED","GENUS","Oldenlandia"
"Oldenlandia affinis","Oldenlandia affinis",2915879,"SPECIES","Oldenlandia affinis (Roem. & Schult.) DC.","Tracheophyta","Gentianales","Rubiaceae","EXACT_ACCEPTED","SPECIES","Oldenlandia affinis"
"Oldenlandia capensis","Oldenlandia capensis",2916000,"SPECIES","Oldenlandia capensis L.f.","Tracheophyta","Gentianales","Rubiaceae","EXACT_ACCEPTED","SPECIES","Oldenlandia capensis"
"Oldenlandia corymbosa","Oldenlandia corymbosa",2911970,"SPECIES","Oldenlandia corymbosa L.","Tracheophyta","Gentianales","Rubiaceae","EXACT_ACCEPTED","SPECIES","Oldenlandia corymbosa"
"Oldenlandia herbacea","Oldenlandia herbacea",2911992,"SPECIES","Oldenlandia herbacea (L.) Roxb.","Tracheophyta","Gentianales","Rubiaceae","EXACT_ACCEPTED","SPECIES","Oldenlandia herbacea"
"Oldenlandia lancifolia","Oldenlandia lancifolia",2916221,"SPECIES","Oldenlandia lancifolia (Schumach.) DC.","Tracheophyta","Gentianales","Rubiaceae","EXACT_ACCEPTED","SPECIES","Oldenlandia lancifolia"
"Olyra latifolia","Olyra latifolia",5290105,"SPECIES","Olyra latifolia L.","Tracheophyta","Poales","Poaceae","EXACT_ACCEPTED","SPECIES","Olyra latifolia"
"Operculina turpethum","Operculina turpethum",5341747,"SPECIES","Operculina turpethum (L.) Silva Manso","Tracheophyta","Solanales","Convolvulaceae","EXACT_ACCEPTED","SPECIES","Operculina turpethum"
"Ophioglossum reticulatum","Ophioglossum reticulatum",2650137,"SPECIES","Ophioglossum reticulatum L.","Tracheophyta","Ophioglossales","Ophioglossaceae","EXACT_ACCEPTED","SPECIES","Ophioglossum reticulatum"
"Ophiopogon japonicus","Ophiopogon japonicus",2774158,"SPECIES","Ophiopogon japonicus (Thunb.) Ker Gawl.","Tracheophyta","Asparagales","Asparagaceae","EXACT_ACCEPTED","SPECIES","Ophiopogon japonicus"
"Oplismenus burmanni","Oplismenus burmanni",2705738,"SPECIES","Oplismenus burmanni (Retz.) P.Beauv.","Tracheophyta","Poales","Poaceae","EXACT_ACCEPTED","SPECIES","Oplismenus burmanni"
"Oplismenus hirtellus","Oplismenus hirtellus",2705737,"SPECIES","Oplismenus hirtellus (L.) P.Beauv.","Tracheophyta","Poales","Poaceae","EXACT_ACCEPTED","SPECIES","Oplismenus hirtellus"
"Ormocarpum sennoides","Ormocarpum sennoides",2954040,"SPECIES","Ormocarpum sennoides (Willd.) DC.","Tracheophyta","Fabales","Fabaceae","EXACT_ACCEPTED","SPECIES","Ormocarpum sennoides"
"Oryza barthii","Oryza barthii",2703457,"SPECIES","Oryza barthii A.Chev.","Tracheophyta","Poales","Poaceae","EXACT_ACCEPTED","SPECIES","Oryza barthii"
"Oryza longistaminata","Oryza longistaminata",2703462,"SPECIES","Oryza longistaminata A.Chev. & Roehr.","Tracheophyta","Poales","Poaceae","EXACT_ACCEPTED","SPECIES","Oryza longistaminata"
"Oryza sativa","Oryza sativa",2703459,"SPECIES","Oryza sativa L.","Tracheophyta","Poales","Poaceae","EXACT_ACCEPTED","SPECIES","Oryza sativa"
"Ouret lanata","Ouret lanata",10974033,"SPECIES","Ouret lanata (L.) Kuntze","Tracheophyta","Caryophyllales","Amaranthaceae","EXACT_ACCEPTED","SPECIES","Ouret lanata"
"Oxalis barrelieri","Oxalis barrelieri",2891750,"SPECIES","Oxalis barrelieri L.","Tracheophyta","Oxalidales","Oxalidaceae","EXACT_ACCEPTED","SPECIES","Oxalis barrelieri"
"Oxalis corniculata","Oxalis corniculata",8427624,"SPECIES","Oxalis corniculata L.","Tracheophyta","Oxalidales","Oxalidaceae","EXACT_ACCEPTED","SPECIES","Oxalis corniculata"
"Oxalis debilis corymbosa","Oxalis debilis",2891707,"SPECIES","Oxalis debilis Kunth","Tracheophyta","Oxalidales","Oxalidaceae","EXACT_SYNONYM","SPECIES","Oxalis debilis"
"Oxalis latifolia","Oxalis latifolia",2891755,"SPECIES","Oxalis latifolia Kunth","Tracheophyta","Oxalidales","Oxalidaceae","EXACT_ACCEPTED","SPECIES","Oxalis latifolia"
"Oxalis tetraphylla","Oxalis tetraphylla",7560711,"SPECIES","Oxalis tetraphylla Cav.","Tracheophyta","Oxalidales","Oxalidaceae","EXACT_ACCEPTED","SPECIES","Oxalis tetraphylla"
"Oxyanthus formosus","Oxyanthus formosus",2901581,"SPECIES","Oxyanthus formosus Hook.f.","Tracheophyta","Gentianales","Rubiaceae","EXACT_ACCEPTED","SPECIES","Oxyanthus formosus"
"Oxyanthus racemosus","Oxyanthus racemosus",2901589,"SPECIES","Oxyanthus racemosus (Schumach. & Thonn.) Keay","Tracheophyta","Gentianales","Rubiaceae","EXACT_ACCEPTED","SPECIES","Oxyanthus racemosus"
"Oxyanthus unilocularis","Oxyanthus unilocularis",2901577,"SPECIES","Oxyanthus unilocularis Hiern","Tracheophyta","Gentianales","Rubiaceae","EXACT_ACCEPTED","SPECIES","Oxyanthus unilocularis"
"Oxygonum sinuatum","Oxygonum sinuatum",4036410,"SPECIES","Oxygonum sinuatum (Hochst. & Steud. ex Meisn.) Dammer","Tracheophyta","Caryophyllales","Polygonaceae","EXACT_ACCEPTED","SPECIES","Oxygonum sinuatum"
"Paederia","Paederia",2909469,"GENUS","Paederia L.","Tracheophyta","Gentianales","Rubiaceae","HIGHERRANK_ACCEPTED","GENUS","Paederia"
"Paederia farinosa farinosa","Paederia farinosa farinosa",7067417,"SUBSPECIES","Paederia farinosa subsp. farinosa","Tracheophyta","Gentianales","Rubiaceae","EXACT_ACCEPTED","SUBSPECIES","Paederia farinosa farinosa"
"Paederia foetida","Paederia foetida",2909527,"SPECIES","Paederia foetida L.","Tracheophyta","Gentianales","Rubiaceae","EXACT_ACCEPTED","SPECIES","Paederia foetida"
"Palisota hirsuta","Palisota hirsuta",2763821,"SPECIES","Palisota hirsuta (Thunb.) K.Schum.","Tracheophyta","Commelinales","Commelinaceae","EXACT_ACCEPTED","SPECIES","Palisota hirsuta"
"Pancratium trianthum","Pancratium trianthum",2853265,"SPECIES","Pancratium trianthum Herb.","Tracheophyta","Asparagales","Amaryllidaceae","EXACT_ACCEPTED","SPECIES","Pancratium trianthum"
"Pandiaka angustifolia","Pandiaka angustifolia",3675177,"SPECIES","Pandiaka angustifolia (Vahl) Hepper","Tracheophyta","Caryophyllales","Amaranthaceae","EXACT_ACCEPTED","SPECIES","Pandiaka angustifolia"
"Panicum","Panicum",2705064,"GENUS","Panicum L.","Tracheophyta","Poales","Poaceae","HIGHERRANK_ACCEPTED","GENUS","Panicum"
"Panicum brevifolium","Panicum brevifolium",4153922,"SPECIES","Panicum brevifolium L.","Tracheophyta","Poales","Poaceae","EXACT_ACCEPTED","SPECIES","Panicum brevifolium"
"Panicum luridum","Panicum luridum",7377157,"SPECIES","Panicum luridum Hack.","Tracheophyta","Poales","Poaceae","EXACT_ACCEPTED","SPECIES","Panicum luridum"
"Panicum pansum","Panicum pansum",4130951,"SPECIES","Panicum pansum Rendle","Tracheophyta","Poales","Poaceae","EXACT_ACCEPTED","SPECIES","Panicum pansum"
"Panicum repens","Panicum repens",2705093,"SPECIES","Panicum repens L.","Tracheophyta","Poales","Poaceae","EXACT_ACCEPTED","SPECIES","Panicum repens"
"Panicum subalbidum","Panicum subalbidum",4123081,"SPECIES","Panicum subalbidum Kunth","Tracheophyta","Poales","Poaceae","EXACT_ACCEPTED","SPECIES","Panicum subalbidum"
"Panicum sumatrense","Panicum sumatrense",2705079,"SPECIES","Panicum sumatrense Roth","Tracheophyta","Poales","Poaceae","EXACT_ACCEPTED","SPECIES","Panicum sumatrense"
"Panicum trichocladum","Panicum trichocladum",4121537,"SPECIES","Panicum trichocladum Hack. ex K.Schum.","Tracheophyta","Poales","Poaceae","EXACT_ACCEPTED","SPECIES","Panicum trichocladum"
"Panicum voeltzkowii","Panicum voeltzkowii",4119323,"SPECIES","Panicum voeltzkowii Mez","Tracheophyta","Poales","Poaceae","EXACT_ACCEPTED","SPECIES","Panicum voeltzkowii"
"Paramollugo nudicaulis","Paramollugo nudicaulis",9476003,"SPECIES","Paramollugo nudicaulis (Lam.) Thulin","Tracheophyta","Caryophyllales","Molluginaceae","EXACT_ACCEPTED","SPECIES","Paramollugo nudicaulis"
"Parinari","Parinari",2984937,"GENUS","Parinari Aubl.","Tracheophyta","Malpighiales","Chrysobalanaceae","HIGHERRANK_ACCEPTED","GENUS","Parinari"
"Parkia biglobosa","Parkia biglobosa",5348812,"SPECIES","Parkia biglobosa (Jacq.) R.Br. ex G.Don","Tracheophyta","Fabales","Fabaceae","EXACT_ACCEPTED","SPECIES","Parkia biglobosa"
"Parkinsonia aculeata","Parkinsonia aculeata",5357217,"SPECIES","Parkinsonia aculeata L.","Tracheophyta","Fabales","Fabaceae","EXACT_ACCEPTED","SPECIES","Parkinsonia aculeata"
"Parthenium hysterophorus","Parthenium hysterophorus",3086784,"SPECIES","Parthenium hysterophorus L.","Tracheophyta","Asterales","Asteraceae","EXACT_ACCEPTED","SPECIES","Parthenium hysterophorus"
"Paspalum","Paspalum",2705540,"GENUS","Paspalum L.","Tracheophyta","Poales","Poaceae","HIGHERRANK_ACCEPTED","GENUS","Paspalum"
"Paspalum conjugatum","Paspalum conjugatum",2705656,"SPECIES","Paspalum conjugatum P.J.Bergius","Tracheophyta","Poales","Poaceae","EXACT_ACCEPTED","SPECIES","Paspalum conjugatum"
"Paspalum dilatatum","Paspalum dilatatum",2705565,"SPECIES","Paspalum dilatatum Poir.","Tracheophyta","Poales","Poaceae","EXACT_ACCEPTED","SPECIES","Paspalum dilatatum"
"Paspalum distichum","Paspalum distichum",2705622,"SPECIES","Paspalum distichum L.","Tracheophyta","Poales","Poaceae","EXACT_ACCEPTED","SPECIES","Paspalum distichum"
"Paspalum melanospermum","Paspalum melanospermum",2705578,"SPECIES","Paspalum melanospermum Desv. ex Poir.","Tracheophyta","Poales","Poaceae","EXACT_ACCEPTED","SPECIES","Paspalum melanospermum"
"Paspalum millegranum","Paspalum millegranum",4107229,"SPECIES","Paspalum millegranum Schrad.","Tracheophyta","Poales","Poaceae","EXACT_ACCEPTED","SPECIES","Paspalum millegranum"
"Paspalum notatum","Paspalum notatum",2705621,"SPECIES","Paspalum notatum Flüggé","Tracheophyta","Poales","Poaceae","EXACT_ACCEPTED","SPECIES","Paspalum notatum"
"Paspalum nutans","Paspalum nutans",4106554,"SPECIES","Paspalum nutans Lam.","Tracheophyta","Poales","Poaceae","EXACT_ACCEPTED","SPECIES","Paspalum nutans"
"Paspalum paniculatum","Paspalum paniculatum",2705587,"SPECIES","Paspalum paniculatum L.","Tracheophyta","Poales","Poaceae","EXACT_ACCEPTED","SPECIES","Paspalum paniculatum"
"Paspalum plicatulum","Paspalum plicatulum",2705584,"SPECIES","Paspalum plicatulum Michx.","Tracheophyta","Poales","Poaceae","EXACT_ACCEPTED","SPECIES","Paspalum plicatulum"
"Paspalum scrobiculatum","Paspalum scrobiculatum",2705610,"SPECIES","Paspalum scrobiculatum L.","Tracheophyta","Poales","Poaceae","EXACT_ACCEPTED","SPECIES","Paspalum scrobiculatum"
"Paspalum urvillei","Paspalum urvillei",2705650,"SPECIES","Paspalum urvillei Steud.","Tracheophyta","Poales","Poaceae","EXACT_ACCEPTED","SPECIES","Paspalum urvillei"
"Paspalum vaginatum","Paspalum vaginatum",8100050,"SPECIES","Paspalum vaginatum Sw.","Tracheophyta","Poales","Poaceae","EXACT_ACCEPTED","SPECIES","Paspalum vaginatum"
"Paspalum virgatum","Paspalum virgatum",2705620,"SPECIES","Paspalum virgatum L.","Tracheophyta","Poales","Poaceae","EXACT_ACCEPTED","SPECIES","Paspalum virgatum"
"Passiflora coccinea","Passiflora coccinea",2874176,"SPECIES","Passiflora coccinea Aubl.","Tracheophyta","Malpighiales","Passifloraceae","EXACT_ACCEPTED","SPECIES","Passiflora coccinea"
"Passiflora edulis","Passiflora edulis",2874190,"SPECIES","Passiflora edulis Sims","Tracheophyta","Malpighiales","Passifloraceae","EXACT_ACCEPTED","SPECIES","Passiflora edulis"
"Passiflora foetida","Passiflora foetida",2874211,"SPECIES","Passiflora foetida L.","Tracheophyta","Malpighiales","Passifloraceae","EXACT_ACCEPTED","SPECIES","Passiflora foetida"
"Passiflora suberosa","Passiflora suberosa",2874173,"SPECIES","Passiflora suberosa L.","Tracheophyta","Malpighiales","Passifloraceae","EXACT_ACCEPTED","SPECIES","Passiflora suberosa"
"Passovia pyrifolia","Passovia pyrifolia",7687446,"SPECIES","Passovia pyrifolia (Kunth) Tiegh.","Tracheophyta","Santalales","Loranthaceae","EXACT_ACCEPTED","SPECIES","Passovia pyrifolia"
"Paullinia pinnata","Paullinia pinnata",3189950,"SPECIES","Paullinia pinnata L.","Tracheophyta","Sapindales","Sapindaceae","EXACT_ACCEPTED","SPECIES","Paullinia pinnata"
"Pavonia senegalensis","Pavonia senegalensis",5618272,"SPECIES","Pavonia senegalensis (Cav.) Leistner","Tracheophyta","Malvales","Malvaceae","EXACT_ACCEPTED","SPECIES","Pavonia senegalensis"
"Pentas lanceolata","Pentas lanceolata",2908986,"SPECIES","Pentas lanceolata (Forssk.) Deflers","Tracheophyta","Gentianales","Rubiaceae","EXACT_ACCEPTED","SPECIES","Pentas lanceolata"
"Pentodon pentandrus","Pentodon pentandrus",5340516,"SPECIES","Pentodon pentandrus (Schumach. & Thonn.) Vatke","Tracheophyta","Gentianales","Rubiaceae","EXACT_ACCEPTED","SPECIES","Pentodon pentandrus"
"Peperomia pellucida","Peperomia pellucida",3086412,"SPECIES","Peperomia pellucida (L.) Kunth","Tracheophyta","Piperales","Piperaceae","EXACT_ACCEPTED","SPECIES","Peperomia pellucida"
"Pergularia daemia","Pergularia daemia",3170445,"SPECIES","Pergularia daemia (Forssk.) Chiov.","Tracheophyta","Gentianales","Apocynaceae","EXACT_ACCEPTED","SPECIES","Pergularia daemia"
"Perotis",NA,NA,NA,NA,NA,NA,NA,"NONE_NA","GENUS","Perotis"
"Perotis indica","Perotis indica",4144406,"SPECIES","Perotis indica (L.) Kuntze","Tracheophyta","Poales","Poaceae","EXACT_ACCEPTED","SPECIES","Perotis indica"
"Perotis patens","Perotis patens",5678853,"SPECIES","Perotis patens Gand.","Tracheophyta","Poales","Poaceae","EXACT_ACCEPTED","SPECIES","Perotis patens"
