Family,Accepted Name,Specialists,Data Quality ,Status,SLA,Plant Height,Radial Growth Rate,Flowering Onset,Flowering Duration,Clonal Spread,Clonal Index,Clonal Cyclicity,Seed Mass,Seed/ Ramet,Seedbank Longevity ,Tmin,To,Tmax,Seed Dormancy,Seeding Onset,Seeding Season,DR: unassisted,DR: wind,DR: endo,DR: exo,DR: hem,DR: myrm,DR: hydro,DR: ballis,Clonal Presence,E: Light,E: Temp,E: pH,E: Nitrogen,E: Moisture
 ~ Data Quality (/689 possible records),,,,,,525= 75%,158= 23%,616= 90%,616=90%,283= 41%,281=41%,423=61%,477=69%,224=33%,318=46%,122= 17%,387= 56%,135= 19%,266=    39%,616= 89%,616= 89%,511= 74%,511= 74%,511= 74%,511= 74%,511= 74%,511= 74%,511= 74%,511= 74%,454= 65%,303=44%,238= 35%,308= 45%,300=44%,442=64%
Rosaceae,Potentilla erecta,Nardus,84.62,Included in Analysis,226.7833333,20.2,NA,5,5,0.005,2,1,0.362922222,35.85,5,NA,33,NA,NA,10,autumn,0.142857143,0,0.142857143,0.142857143,0.142857143,0.142857143,0.142857143,0.142857143,1,7,3,3,2,5.6
Rosaceae,Potentilla glaucescens,Generalist,61.54,Included in Analysis,12.84,7.5,0.4,5,5,NA,NA,NA,NA,NA,0.5,NA,NA,NA,NA,10,autumn,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
Rosaceae,Potentilla grandiflora,A. Alpine,50,Included in Analysis,NA,NA,NA,6,3,NA,NA,NA,0.4,NA,NA,NA,NA,NA,NA,9,late summer,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,3
Rosaceae,Potentilla montana,Dry,0,Removed for Analysis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rosaceae,Potentilla reptans,Generalist,80.77,Included in Analysis,335.3,13.75,NA,6,4,0.180555555,2,1,0.286766667,NA,1.37804878,NA,23,NA,NA,10,autumn,0.142857143,0.142857143,0.142857143,0.142857143,0,0.142857143,0.142857143,0.142857143,1,NA,NA,7,NA,4.833333333
Rosaceae,Potentilla rigoana,Nardus,15.38,Included in Analysis,NA,NA,NA,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,summer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rosaceae,Potentilla tabernaemontani,Dry,61.54,Included in Analysis,130.95,12.5,NA,4,4,NA,NA,NA,0.526175,1106,NA,NA,NA,NA,NA,8,late summer,0,0,0.25,0.25,0,0.25,0,0.25,NA,4,6,7,2,3
Rosaceae,Potentilla thuringiaca,Dry,76.92,Included in Analysis,13.2,10,NA,6,3,0.005,2,1,0.6,NA,2.5,NA,NA,NA,NA,9,late summer,0,0,0.333333333,0.333333333,0,0.333333333,0,0,1,4,5,9,2,4
Rosaceae,Rubus caesius,Generalist,73.08,Included in Analysis,172.7436574,44,NA,5,5,NA,NA,NA,3.5117,293,0.098765432,NA,15,NA,NA,10,autumn,0,0,0.333333333,0.333333333,0.333333333,0,0,0,0,7,5,7,NA,5.75
Rosaceae,Sanguisorba minor,Dry,92.31,Included in Analysis,181.7145036,14.99756098,0.4,5,4,NA,NA,2,5.668583333,63.71,5,8,20,30,ND,9,late summer,0.142857143,0.142857143,0.142857143,0.142857143,0.142857143,0,0.142857143,0.142857143,0,7,6,8,3,3.4
Rosaceae,Sanguisorba officinalis,Meadow,88.46,Included in Analysis,220.0669789,63.125,0.3,6,10,0.025833333,2,1,2.15285,NA,0.5,NA,21,NA,PD,4,spring,0,0.2,0.2,0.2,0.2,0,0.2,0,1,5,6,7,5,6.416666667
Rosaceae,Sibbaldia procumbens,Nardus,92.31,Included in Analysis,156.2208267,3.18,0.2,6,3,0.005,2,1,0.480028571,96,0.5,NA,15,NA,PD,9,late summer,0,0,0.25,0.25,0,0,0.25,0.25,1,4,2,2,4,5.5
Rubiaceae,Asperula cynanchica,Dry,73.08,Included in Analysis,276.3,40,NA,6,4,NA,NA,1,1.0325,NA,0.5,NA,26,NA,NA,10,autumn,0,0,0,0.5,0,0,0,0.5,0,NA,NA,NA,NA,3
Rubiaceae,Asperula purpurea,C. Alpine,26.92,Included in Analysis,14.9,30,NA,6,3,NA,NA,NA,0.66,NA,NA,NA,NA,NA,NA,9,late summer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rubiaceae,Cruciata glabra,Generalist,50,Included in Analysis,NA,20,NA,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,late summer,0,0,0.333333333,0.333333333,0.333333333,0,0,0,NA,NA,NA,NA,NA,4
Rubiaceae,Cruciata laevipes,Generalist,73.08,Included in Analysis,264.9,NA,NA,4,4,0.105,4,1,NA,NA,0.5,NA,5,NA,NA,8,late summer,0.25,0,0.25,0.25,0.25,0,0,0,1,NA,3,NA,6,4.5
Rubiaceae,Galium album,Generalist,76.92,Included in Analysis,233.95,79,NA,5,6,NA,NA,2,0.873,NA,0.595238095,9,NA,29,NA,11,autumn,0,0,0.25,0.25,0.25,0,0.25,0,0,NA,2.5,3,NA,3.75
Rubiaceae,Galium anisophyllon,C. Alpine,53.85,Included in Analysis,NA,12.5,NA,6,4,NA,NA,NA,0.48,NA,NA,NA,NA,NA,NA,10,autumn,0,0,0,0,0,0,0,0,NA,5,2,8,3,5
Rubiaceae,Galium estebanii,C. Alpine,0,Removed for Analysis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rubiaceae,Galium lucidum,C. Alpine,76.92,Included in Analysis,32.2,40,0.25,6,5,0.0675,4,1,0.83,NA,NA,NA,NA,NA,NA,11,autumn,0,0,0,0,0,0,0,1,1,4,6,8,2,3
Rubiaceae,Galium magellense,C. Alpine,15.38,Included in Analysis,NA,NA,NA,6,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,late summer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rubiaceae,Galium marchandii,C. Alpine,0,Removed for Analysis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rubiaceae,Galium mollugo,Generalist,84.62,Included in Analysis,259.75,60,NA,5,6,0.16625,4,1,0.682,20000,4.651515152,NA,21,NA,NA,11,autumn,0,0,0.2,0.2,0.2,0,0.2,0.2,1,NA,NA,7,NA,2.75
Rubiaceae,Galium noricum,Generalist,26.92,Included in Analysis,NA,8,NA,7,3,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,10,autumn,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,7,NA,6
Rubiaceae,Galium obliquum,Generalist,50,Included in Analysis,NA,NA,NA,6,3,NA,NA,NA,NA,NA,NA,NA,16,NA,NA,9,late summer,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA
Rubiaceae,Galium pumilum,Generalist,69.23,Included in Analysis,554.3,33.125,NA,5,4,NA,NA,1,0.358,NA,0.5,NA,NA,NA,NA,9,late summer,0,0,0.333333333,0.333333333,0,0,0,0.333333333,0,NA,NA,NA,NA,4
Rubiaceae,Galium pyrenaicum,C. Alpine,7.69,Included in Analysis,270,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rubiaceae,Galium saxatile,Nardus,92.31,Included in Analysis,288,19,NA,6,3,0.13,4,2,0.542622222,NA,2.5,7,15,22,PD,9,late summer,0.2,0,0.2,0.2,0.2,0,0.2,0,1,6,5,3,3,5.5
Rubiaceae,Galium verum,Dry,96.15,Included in Analysis,190.838833,38.31428571,NA,6,4,0.13,4,1,0.543374074,474.375,2.5,11,20,29,PD,10,autumn,0.166666667,0.166666667,0.166666667,0.166666667,0.166666667,0,0,0.166666667,1,7,3,6,2,3.375
Salicaceae,Salix alpina,C. Alpine,26.92,Included in Analysis,NA,17.5,NA,6,2,0.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,late summer,NA,NA,NA,NA,NA,NA,NA,NA,1,5,2,8,4,6
Salicaceae,Salix herbacea,Nardus,96.15,Included in Analysis,213.75,5.054,0.2,6,3,0.1175,4,1,0.177846154,NA,0.5,22,17,32,ND,9,late summer,0,0.5,0,0,0,0,0.5,0,1,4,2,3,4,6
Salicaceae,Salix pyrenaica,C. Alpine,0,Removed for Analysis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Salicaceae,Salix reticulata,C. Alpine,92.31,Included in Analysis,90.1,13.5,0.1,6,3,0.13,4,NA,0.122,NA,0.5,19,19,32,PD,9,late summer,0,0.5,0,0,0,0,0.5,0,1,4,2,9,3,6
Salicaceae,Salix retusa,Generalist,61.54,Included in Analysis,NA,NA,NA,5,4,NA,NA,NA,0.36,NA,NA,NA,17,NA,ND,9,late summer,0,1,0,0,0,0,0,0,0,NA,NA,8,NA,3
Salicaceae,Salix serpyllifolia,Generalist,15.38,Included in Analysis,NA,NA,NA,6,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,late summer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
Santalaceae,Thesium linophyllon,Dry,69.23,Included in Analysis,140,30,0.2,5,3,NA,NA,1,6.6,NA,NA,NA,NA,NA,NA,8,late summer,0,0,0.5,0,0,0.5,0,0,0,4,7,8,1,2
Santalaceae,Thesium pyrenaicum,Generalist,57.69,Included in Analysis,554.05,NA,NA,5,3,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,8,late summer,0,0,0.5,0,0,0.5,0,0,0,NA,NA,NA,NA,NA
Saxifragaceae,Parnassia palustris,C. Alpine,100,Included in Analysis,249.825,25,0.2,6,4,0.005,3,2,0.041,3646,0.5,5,20,33,PD,10,autumn,0,0.25,0,0,0.25,0,0.25,0.25,1,4,NA,7,2,8
Saxifragaceae,Saxifraga aizoides,Nardus,80.77,Included in Analysis,166.15,13.125,0.09,6,4,NA,NA,2,0.04855,NA,0.5,NA,16,NA,PD,10,autumn,0,0.333333333,0,0,0,0,0.333333333,0.333333333,0,8,3,8,3,9
Saxifragaceae,Saxifraga bryoides,Generalist,65.38,Included in Analysis,182,3.75,NA,7,2,NA,NA,2,NA,NA,NA,NA,NA,NA,ND,9,late summer,0,0.333333333,0,0,0,0,0.333333333,0.333333333,0,NA,NA,NA,NA,5
Saxifragaceae,Saxifraga caesia,C. Alpine,73.08,Included in Analysis,NA,2.5,0.1,6,4,NA,NA,2,0.03,NA,NA,NA,17,NA,PD,10,autumn,0,0,0,0,0,0,0.5,0.5,0,4,2,9,2,3
Saxifragaceae,Saxifraga callosa,C. Alpine,23.08,Included in Analysis,NA,15,1.2,5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,late summer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Saxifragaceae,Saxifraga exarata,Generalist,61.54,Included in Analysis,NA,NA,NA,7,2,NA,NA,2,0.074,NA,NA,NA,NA,NA,ND,9,late summer,0,0,0,0,0,0,0.5,0.5,0,NA,NA,NA,NA,4
Saxifragaceae,Saxifraga hirsuta,C. Alpine,7.69,Included in Analysis,14.5,25.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,5,2,7
Saxifragaceae,Saxifraga hypnoides,Nardus,92.31,Included in Analysis,17.8,12.75,NA,5,2,0.0675,5,2,0.044866667,250,NA,7,15,28,ND,7,summer,0,0.5,0,0,0,0,0.5,0,1,7,NA,6,3,5
Saxifragaceae,Saxifraga oppositifolia,Nardus,88.46,Included in Analysis,14.9,3,0.05,4,5,0.117244898,3,2,0.11064,NA,0.5,NA,11,NA,PD,9,late summer,0,0.333333333,0,0,0,0,0.333333333,0.333333333,1,8,NA,8,2,5.666666667
Saxifragaceae,Saxifraga paniculata,C. Alpine,88.46,Included in Analysis,86.1,4,0.12,5,4,0.109166667,4,2,0.06,NA,0.5,NA,15,NA,PD,9,late summer,0,0.25,0,0,0.25,0,0.25,0.25,1,4,3,8,2,3
Saxifragaceae,Saxifraga stellaris,Generalist,84.62,Included in Analysis,230.2,3,NA,5,4,0.025833333,3,2,0.0291,1621,NA,NA,16,NA,ND,9,late summer,0,0,0,0,0,0,0.5,0.5,1,NA,NA,NA,NA,8
Saxifragaceae,Saxifraga trifurcata,C. Alpine,3.85,Included in Analysis,NA,NA,NA,NA,NA,NA,NA,NA,0.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Saxifragaceae,Saxifraga umbrosa,C. Alpine,23.08,Included in Analysis,NA,5,0.1,6,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,late summer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Scrophulariaceae,Verbascum longifolium,Nardus,23.08,Included in Analysis,NA,NA,NA,6,3,NA,NA,NA,0.1,NA,NA,NA,25,NA,NA,9,late summer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Thymelaeaceae,Daphne cneorum,Generalist,50,Included in Analysis,NA,NA,NA,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,late summer,0,0,0.5,0,0,0.5,0,0,0,NA,NA,NA,NA,4
Tofieldiaceae,Tofieldia calyculata,C. Alpine,92.31,Included in Analysis,17.5,5,NA,6,4,0.005,4,2,0.028666667,NA,0.5,12,21,22,MPD,10,autumn,0,0,0.25,0.25,0,0,0.25,0.25,1,4,NA,8,2,8
Urticaceae,Urtica dioica,Generalist,96.15,Included in Analysis,299.6431035,100.6428571,NA,6,5,0.326363636,6,1,0.1574,3735.6,2.101694915,22,33,35,PD,11,autumn,0,0.2,0.2,0.2,0.2,0,0.2,0,1,NA,NA,7,NA,5.4
Violaceae,Viola biflora,C. Alpine,76.92,Included in Analysis,486.8627451,11.5,0.1,4,5,0.09875,4,1,NA,NA,NA,NA,NA,NA,PD,9,late summer,0,0,0.333333333,0,0,0.333333333,0,0.333333333,1,3,3,7,6,6
Violaceae,Viola calcarata,Generalist,61.54,Included in Analysis,NA,NA,NA,5,4,NA,NA,1,NA,NA,NA,NA,20,NA,PD,9,late summer,0,0,0.25,0,0.25,0.25,0,0.25,0,NA,NA,NA,NA,6
Violaceae,Viola canina,Generalist,76.92,Included in Analysis,NA,12,13,4,4,NA,NA,1,1.02935,1424.15,1.722222222,NA,23,NA,NA,8,late summer,0,0,0.2,0,0.2,0.2,0.2,0.2,0,8,0,5,2,4.125
Violaceae,Viola cornuta,Generalist,19.23,Included in Analysis,NA,NA,NA,6,3,NA,NA,NA,1.18,NA,NA,NA,NA,NA,NA,9,late summer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Violaceae,Viola eugeniae,Nardus,15.38,Included in Analysis,NA,NA,NA,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,summer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Violaceae,Viola hirta,Dry,84.62,Included in Analysis,182.3333333,5,0.6,2,3,0.005,2,1,2.724444444,NA,2.5,NA,30,NA,NA,5,spring,0,0,0.25,0,0,0.25,0.25,0.25,1,3,5,8,3,3
Violaceae,Viola lutea,Nardus,84.62,Included in Analysis,196.5,13.5,NA,6,3,0.13,5,1,0.42,240,NA,NA,21,NA,PD,9,late summer,0.25,0,0.25,0,0,0.25,0,0.25,1,8,NA,5,2,5
Violaceae,Viola palustris,Nardus,100,Included in Analysis,387.74,9.5,0.12,5,3,0.08,3,1,0.7255,1320.266667,0.5,15,21,20,PD,8,late summer,0,0,0.2,0,0.2,0.2,0.2,0.2,1,3,NA,2,3,9
Violaceae,Viola riviniana,Nardus,96.15,Included in Analysis,371.2456897,24.5,NA,4,4,0.005,2,1,1.34275,52.20909091,0.5,15,23,20,PD,8,late summer,0,0,0.166666667,0.166666667,0.166666667,0.166666667,0.166666667,0.166666667,1,3,3,2,3,4
Xanthorrhoeaceae,Asphodelus albus,A. Alpine,38.46,Included in Analysis,NA,90,NA,5,3,0.005,2,1,13.49,NA,NA,NA,NA,NA,NA,8,late summer,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
